gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version,spaceflight,microgravity,analog,species,split,study_exposure
GSM3615664,GSE126865,Homo sapiens,Subject 12003 Pre,Skeletal muscle biopsy,"group: before bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.0168583359227708,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM3615665,GSE126865,Homo sapiens,Subject 12003 Post,Skeletal muscle biopsy,"group: 10 days after bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.030060324696649234,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM3615666,GSE126865,Homo sapiens,Subject 12005 Pre,Skeletal muscle biopsy,"group: before bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.00420800921011371,human_gene_v2.5.h5,2.5,False,False,True,human,val,seen_study
GSM3615667,GSE126865,Homo sapiens,Subject 12005 Post,Skeletal muscle biopsy,"group: 10 days after bed rest,tissue: Vastus lateralis",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Feb 21 2019,0.014354219381449105,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM3832701,GSE131954,Mus musculus,Retina_Flight_9,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.005215444919799474,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832702,GSE131954,Mus musculus,Retina_Flight_11,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.0014680438924883443,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832703,GSE131954,Mus musculus,Retina_Flight_15,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.002938938330285233,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832704,GSE131954,Mus musculus,Retina_Flight_16,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.00613661108506866,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832705,GSE131954,Mus musculus,Retina_Flight_17,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.002938938330285233,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832706,GSE131954,Mus musculus,Retina_Flight_18,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.007956808978593282,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832707,GSE131954,Mus musculus,Retina_Flight_19,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.008663468313171734,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM3832708,GSE131954,Mus musculus,Retina_Flight_20,Retina,"treatment: space flight,strain: C57BL/6,tissue: retina,age: 10-week old,genotype: wild type",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,May 30 2019,0.007956808978593282,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4066596,GSE137081,Homo sapiens,"Line 1, Flight rep1 [FB1]",hiPSC-CM_4.5 weeks microgravity exposure,"cell line source: hiPSC line1,cell type: hiPSC-derived cardiomyocytes,treatment: 4.5 weeks microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.008849269951700054,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM4066597,GSE137081,Homo sapiens,"Line 2, Flight rep1 [FB2]",hiPSC-CM_4.5 weeks microgravity exposure,"cell line sournce: hiPSC line2,cell type: hiPSC-derived cardiomyocytes,treatment: 4.5 weeks microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.008331646640058981,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066598,GSE137081,Homo sapiens,"Line 3, Flight rep1 [FB3]",hiPSC-CM_4.5 weeks microgravity exposure,"cell line sournce: hiPSC line3,cell type: hiPSC-derived cardiomyocytes,treatment: 4.5 weeks microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.03956837825551443,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066599,GSE137081,Homo sapiens,"Line 1, Flight rep2 [FB4]",hiPSC-CM_4.5 weeks microgravity exposure,"cell line sournce: hiPSC line1,cell type: hiPSC-derived cardiomyocytes,treatment: 4.5 weeks microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.008303214049192684,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066600,GSE137081,Homo sapiens,"Line 2, Flight rep2 [FB5]",hiPSC-CM_4.5 weeks microgravity exposure,"cell line sournce: hiPSC line2,cell type: hiPSC-derived cardiomyocytes,treatment: 4.5 weeks microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.013504238678821442,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066601,GSE137081,Homo sapiens,"Line 3, Flight rep2 [FB6]",hiPSC-CM_4.5 weeks microgravity exposure,"cell line sournce: hiPSC line3,cell type: hiPSC-derived cardiomyocytes,treatment: 4.5 weeks microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.02774209238014032,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM4066602,GSE137081,Homo sapiens,"Line 1, Post-flight rep1 [FC1]","hiPSC-CM_5.5 weeks microgravity exposure, followed by 10 days normal gravity","cell line sournce: hiPSC line1,cell type: hiPSC-derived cardiomyocytes,treatment: 5.5 weeks microgravity exposure, followed by 10 days normal gravity",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.009005975613441044,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066603,GSE137081,Homo sapiens,"Line 2, Post-flight rep1 [FC2]","hiPSC-CM_5.5 weeks microgravity exposure, followed by 10 days normal gravity","cell line sournce: hiPSC line2,cell type: hiPSC-derived cardiomyocytes,treatment: 5.5 weeks microgravity exposure, followed by 10 days normal gravity",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.008431950595104206,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066604,GSE137081,Homo sapiens,"Line 3, Post-flight rep1 [FC3]","hiPSC-CM_5.5 weeks microgravity exposure, followed by 10 days normal gravity","cell line sournce: hiPSC line3,cell type: hiPSC-derived cardiomyocytes,treatment: 5.5 weeks microgravity exposure, followed by 10 days normal gravity",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.012925344219440839,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066605,GSE137081,Homo sapiens,"Line 1, Post-flight rep2 [FC4]","hiPSC-CM_5.5 weeks microgravity exposure, followed by 10 days normal gravity","cell line sournce: hiPSC line1,cell type: hiPSC-derived cardiomyocytes,treatment: 5.5 weeks microgravity exposure, followed by 10 days normal gravity",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.008806849099687883,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066606,GSE137081,Homo sapiens,"Line 2, Post-flight rep2 [FC5]","hiPSC-CM_5.5 weeks microgravity exposure, followed by 10 days normal gravity","cell line sournce: hiPSC line2,cell type: hiPSC-derived cardiomyocytes,treatment: 5.5 weeks microgravity exposure, followed by 10 days normal gravity",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.009522719410643367,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066607,GSE137081,Homo sapiens,"Line 3, Post-flight rep2 [FC6]","hiPSC-CM_5.5 weeks microgravity exposure, followed by 10 days normal gravity","cell line sournce: hiPSC line3,cell type: hiPSC-derived cardiomyocytes,treatment: 5.5 weeks microgravity exposure, followed by 10 days normal gravity",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.0210622462486063,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066608,GSE137081,Homo sapiens,"Line 1, Ground rep1 [GB1]","hiPSC-CM_ground control, no microgravity exposure","cell line sournce: hiPSC line1,cell type: hiPSC-derived cardiomyocytes,treatment: ground control, no microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.007806940199524927,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066609,GSE137081,Homo sapiens,"Line 2, Ground rep1 [GB2]","hiPSC-CM_ground control, no microgravity exposure","cell line sournce: hiPSC line2,cell type: hiPSC-derived cardiomyocytes,treatment: ground control, no microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.00674839164328568,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM4066610,GSE137081,Homo sapiens,"Line 3, Ground rep1 [GB3]","hiPSC-CM_ground control, no microgravity exposure","cell line sournce: hiPSC line3,cell type: hiPSC-derived cardiomyocytes,treatment: ground control, no microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.009252873030143358,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM4066611,GSE137081,Homo sapiens,"Line 1, Ground rep2 [GB4]","hiPSC-CM_ground control, no microgravity exposure","cell line sournce: hiPSC line1,cell type: hiPSC-derived cardiomyocytes,treatment: ground control, no microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.008252768842953258,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM4066612,GSE137081,Homo sapiens,"Line 2, Ground rep2 [GB5]","hiPSC-CM_ground control, no microgravity exposure","cell line sournce: hiPSC line2,cell type: hiPSC-derived cardiomyocytes,treatment: ground control, no microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.012524760160091282,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4066613,GSE137081,Homo sapiens,"Line 3, Ground rep2 [GB6]","hiPSC-CM_ground control, no microgravity exposure","cell line sournce: hiPSC line3,cell type: hiPSC-derived cardiomyocytes,treatment: ground control, no microgravity exposure",GPL11154,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,Sep 09 2019,0.023395227593660587,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM4726008,GSE156174,Mus musculus,8wk hindlimb unloaded MSC,depleted MSCs,"strain: C57BL/6,tissue: limb bone marrow,cell type: depleted MSCs,treatment: HU,duration: 8 weeks",GPL19057,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Aug 13 2020,0.14634154801351165,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4726009,GSE156174,Mus musculus,8wk hindlimb unloaded SSC,flow sorted SSCs,"strain: C57BL/6,tissue: limb bone marrow,cell type: flow sorted SSCs,treatment: HU,duration: 8 weeks",GPL19057,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Aug 13 2020,0.2746655565237145,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4726012,GSE156174,Mus musculus,14wk hindlimb unloaded MSC,depleted MSCs,"strain: C57BL/6,tissue: limb bone marrow,cell type: depleted MSCs,treatment: HU,duration: 14 weeks",GPL19057,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Aug 13 2020,0.008458784052830223,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM4726013,GSE156174,Mus musculus,14wk hindlimb unloaded SSC,flow sorted SSCs,"strain: C57BL/6,tissue: limb bone marrow,cell type: flow sorted SSCs,treatment: HU,duration: 14 weeks",GPL19057,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Aug 13 2020,0.02947175816092975,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4726014,GSE156174,Mus musculus,hindlimb unloaded+recovery,flow sorted SSCs,"strain: C57BL/6,tissue: limb bone marrow,cell type: flow sorted SSCs,treatment: HU+recovery,duration: 8 weeks + reloaded",GPL19057,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Aug 13 2020,0.35518172595546316,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4781322,GSE157937,Homo sapiens,space_microg_rep1,HMEC-1 cell line,"cell line: HMEC-1,sample type: Space flight,exposure: environmental microgravity",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Sep 14 2020,0.002767157678591598,human_gene_v2.5.h5,2.5,True,True,False,human,train,seen_study
GSM4781323,GSE157937,Homo sapiens,space_microg_rep2,HMEC-1 cell line,"cell line: HMEC-1,sample type: Space flight,exposure: environmental microgravity",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Sep 14 2020,0.035901049085252844,human_gene_v2.5.h5,2.5,True,True,False,human,train,seen_study
GSM4781324,GSE157937,Homo sapiens,space_microg_rep3,HMEC-1 cell line,"cell line: HMEC-1,sample type: Space flight,exposure: environmental microgravity",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Sep 14 2020,0.003037244391950685,human_gene_v2.5.h5,2.5,True,True,False,human,train,seen_study
GSM4781325,GSE157937,Homo sapiens,space_1g_rep1,HMEC-1 cell line,"cell line: HMEC-1,sample type: Space flight at 1g in the onboard centrifuge,exposure: 1g onboard",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Sep 14 2020,0.04896608320377003,human_gene_v2.5.h5,2.5,True,False,False,human,train,seen_study
GSM4781326,GSE157937,Homo sapiens,space_1g_rep2,HMEC-1 cell line,"cell line: HMEC-1,sample type: Space flight at 1g in the onboard centrifuge,exposure: 1g onboard",GPL16791,RNA-Seq,transcriptomic,Illumina HiSeq 2500,total RNA,Sep 14 2020,0.004718343709114044,human_gene_v2.5.h5,2.5,True,False,False,human,train,seen_study
GSM4816943,GSE158987,Mus musculus,17390X1 Young Hindlimb Unloading,CD45+ Cells From FACS,"strain background: C57BL/6,age: Young (4-5 mo),Sex: male,treatment: Hindlimb Unloading,tissue: Skeletal Muscle (Soleus),cell type: CD45+ Cells From FACS",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Oct 04 2020,0.4880554945270717,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM4844310,GSE159771,Mus musculus,NASA-M22 [RNA-Seq],"Flight, left retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.005295043459682443,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4844311,GSE159771,Mus musculus,NASA-M23 [RNA-Seq],"Flight, right retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.007032469612526337,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4844312,GSE159771,Mus musculus,NASA-M24 [RNA-Seq],"Flight, right retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.00611183650108911,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4844313,GSE159771,Mus musculus,NASA-M25 [RNA-Seq],"Flight, right retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.0020438213250379106,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,val,seen_study
GSM4844314,GSE159771,Mus musculus,NASA-M26 [RNA-Seq],"Flight, right retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.004077247993455232,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4844315,GSE159771,Mus musculus,NASA-M27 [RNA-Seq],"Flight, right retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.004764642892687756,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4844316,GSE159771,Mus musculus,NASA-M29 [RNA-Seq],"Flight, left retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.0024236610556575317,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4844317,GSE159771,Mus musculus,NASA-M30 [RNA-Seq],"Flight, left retina","condition: Spaceflight,tissue: retina,age (week): 21,Sex: female,strain: C57 BL/6J",GPL21626,RNA-Seq,transcriptomic,NextSeq 550,total RNA,Oct 21 2020,0.0056738818646605415,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM4912800,GSE161693,Mus musculus,WT-Unloading rep1,WT-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.0,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912801,GSE161693,Mus musculus,WT-Unloading rep2,WT-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.0,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912802,GSE161693,Mus musculus,WT-Unloading rep3,WT-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.0,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912803,GSE161693,Mus musculus,WT-Unloading rep4,WT-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.006032241144260104,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912812,GSE161693,Mus musculus,Notch2-mKO-Unloading rep1,Notch2-mKO-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Mlc1fCre/+;Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.00036897810204774043,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912813,GSE161693,Mus musculus,Notch2-mKO-Unloading rep2,Notch2-mKO-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Mlc1fCre/+;Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.002194143233990224,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912814,GSE161693,Mus musculus,Notch2-mKO-Unloading rep3,Notch2-mKO-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Mlc1fCre/+;Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.0006905221767248487,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM4912815,GSE161693,Mus musculus,Notch2-mKO-Unloading rep4,Notch2-mKO-Unloading_gastrocnemius muscle,"strain: C57BL/6,genotype: Mlc1fCre/+;Notch2f/f,treatment: 7-days hindlimb suspension,tissue: Gastrocnemius muscle",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Nov 18 2020,0.0,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105517,GSE167462,Mus musculus,18465X5 HU Control 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.006156614667150783,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105518,GSE167462,Mus musculus,18465X6 HU Control 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.0014798570141301233,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105519,GSE167462,Mus musculus,18465X7 HU Control 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105520,GSE167462,Mus musculus,18465X8 HU Control 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00935851203479528,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105521,GSE167462,Mus musculus,18465X9 HU Metformin 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008597093989960178,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105522,GSE167462,Mus musculus,18465X10 HU Metformin 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105523,GSE167462,Mus musculus,18465X11 HU Metformin 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.011162873722202055,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105524,GSE167462,Mus musculus,18465X12 HU Metformin 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105525,GSE167462,Mus musculus,18465X13 HU Leucine 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008671117135562754,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105526,GSE167462,Mus musculus,18465X14 HU Leucine 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.006152450367900024,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105527,GSE167462,Mus musculus,18465X15 HU Leucine 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008671117135562754,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105528,GSE167462,Mus musculus,18465X16 HU Leucine 5,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105529,GSE167462,Mus musculus,18465X17 HU Met+Leu 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008957204780304142,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105530,GSE167462,Mus musculus,18465X18 HU Met+Leu 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008489181048665317,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105531,GSE167462,Mus musculus,18465X19 HU Met+Leu 5,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
