gene_symbol,exon_length
ENSG00000259924,964
ENSG00000259925,2801
ENSG00000259926,706
ENSG00000259928,1520
ENSG00000259929,1931
ENSG00000259931,271
ENSG00000259932,623
ENSG00000259934,217
ENSG00000259935,540
ENSG00000259937,1025
ENSG00000259940,1686
ENSG00000259941,2465
ENSG00000259945,336
ENSG00000259946,1810
ENSG00000259948,678
ENSG00000259950,442
ENSG00000259952,547
ENSG00000259955,510
ENSG00000259959,4218
ENSG00000259961,477
ENSG00000259962,395
ENSG00000259963,175
ENSG00000259967,556
ENSG00000259968,1075
ENSG00000259969,981
ENSG00000259970,423
ENSG00000259976,15214
ENSG00000259977,2494
ENSG00000259981,444
ENSG00000259983,409
ENSG00000259984,459
ENSG00000259985,1169
ENSG00000259986,3321
ENSG00000259989,1354
ENSG00000259990,351
ENSG00000259992,798
ENSG00000259993,2548
ENSG00000259994,3241
ENSG00000259999,427
ENSG00000260000,3535
ENSG00000260003,600
ENSG00000260004,642
ENSG00000260007,3389
ENSG00000260008,1957
ENSG00000260011,843
ENSG00000260012,760
ENSG00000260015,409
ENSG00000260017,361
ENSG00000260021,592
ENSG00000260022,530
ENSG00000260029,1146
ENSG00000260033,469
ENSG00000260035,308
ENSG00000260036,723
ENSG00000260037,878
ENSG00000260038,358
ENSG00000260041,990
ENSG00000260042,981
ENSG00000260046,1625
ENSG00000260051,570
ENSG00000260058,481
ENSG00000260059,3232
ENSG00000260063,3812
ENSG00000260064,829
ENSG00000260066,3024
ENSG00000260068,242
ENSG00000260070,705
ENSG00000260072,7726
ENSG00000260073,2975
ENSG00000260077,3606
ENSG00000260082,600
ENSG00000260084,547
ENSG00000260086,6098
ENSG00000260091,901
ENSG00000260092,2125
ENSG00000260103,240
ENSG00000260104,176
ENSG00000260107,504
ENSG00000260108,2421
ENSG00000260109,534
ENSG00000260111,590
ENSG00000260112,1192
ENSG00000260113,203
ENSG00000260118,1432
ENSG00000260120,2091
ENSG00000260121,1845
ENSG00000260122,896
ENSG00000260126,1896
ENSG00000260136,756
ENSG00000260137,358
ENSG00000260142,1028
ENSG00000260144,1194
ENSG00000260145,672
ENSG00000260146,354
ENSG00000260152,608
ENSG00000260156,1031
ENSG00000260157,291
ENSG00000260158,820
ENSG00000260159,760
ENSG00000260162,608
ENSG00000260165,176
ENSG00000260166,1998
ENSG00000260167,2028
ENSG00000260170,1060
ENSG00000260171,1105
ENSG00000260173,393
ENSG00000260176,572
ENSG00000260177,1866
ENSG00000260179,1558
ENSG00000260184,97
ENSG00000260185,406
ENSG00000260188,1856
ENSG00000260190,820
ENSG00000260194,739
ENSG00000260196,2883
ENSG00000260197,2666
ENSG00000260198,1777
ENSG00000260201,861
ENSG00000260202,2687
ENSG00000260205,3095
ENSG00000260206,572
ENSG00000260211,2529
ENSG00000260212,465
ENSG00000260217,2109
ENSG00000260218,277
ENSG00000260223,2199
ENSG00000260234,1189
ENSG00000260235,560
ENSG00000260237,531
ENSG00000260242,691
ENSG00000260244,2615
ENSG00000260246,491
ENSG00000260249,5061
ENSG00000260251,733
ENSG00000260252,369
ENSG00000260253,809
ENSG00000260254,8400
ENSG00000260255,1094
ENSG00000260256,529
ENSG00000260257,2131
ENSG00000260258,867
ENSG00000260261,150
ENSG00000260262,713
ENSG00000260267,3026
ENSG00000260269,930
ENSG00000260271,9599
ENSG00000260272,1944
ENSG00000260273,878
ENSG00000260274,2318
ENSG00000260275,310
ENSG00000260277,1355
ENSG00000260279,1575
ENSG00000260288,5711
ENSG00000260289,2677
ENSG00000260290,1402
ENSG00000260293,5616
ENSG00000260296,1157
ENSG00000260303,4159
ENSG00000260304,463
ENSG00000260306,1665
ENSG00000260308,214
ENSG00000260310,435
ENSG00000260311,2408
ENSG00000260312,346
ENSG00000260316,4728
ENSG00000260322,1976
ENSG00000260328,3143
ENSG00000260331,819
ENSG00000260335,152
ENSG00000260337,3999
ENSG00000260342,764
ENSG00000260344,124
ENSG00000260345,298
ENSG00000260348,385
ENSG00000260349,731
ENSG00000260350,430
ENSG00000260351,499
ENSG00000260360,1539
ENSG00000260361,1736
ENSG00000260362,1125
ENSG00000260364,2858
ENSG00000260366,274
ENSG00000260367,1478
ENSG00000260368,1142
ENSG00000260369,995
ENSG00000260370,2813
ENSG00000260371,564
ENSG00000260375,234
ENSG00000260377,1180
ENSG00000260378,786
ENSG00000260379,456
ENSG00000260381,1031
ENSG00000260385,1923
ENSG00000260387,269
ENSG00000260390,2084
ENSG00000260391,2538
ENSG00000260392,2646
ENSG00000260393,286
ENSG00000260395,934
ENSG00000260398,3754
ENSG00000260400,2295
ENSG00000260401,3361
ENSG00000260402,2484
ENSG00000260403,542
ENSG00000260404,138
ENSG00000260405,220
ENSG00000260406,465
ENSG00000260410,1015
ENSG00000260412,6881
ENSG00000260413,653
ENSG00000260414,124
ENSG00000260416,1965
ENSG00000260417,3455
ENSG00000260418,374
ENSG00000260419,262
ENSG00000260422,1639
ENSG00000260425,435
ENSG00000260426,1861
ENSG00000260430,1088
ENSG00000260436,287
ENSG00000260441,919
ENSG00000260443,145
ENSG00000260444,167
ENSG00000260445,54
ENSG00000260447,627
ENSG00000260457,613
ENSG00000260460,1828
ENSG00000260464,1766
ENSG00000260465,1790
ENSG00000260467,804
ENSG00000260472,211
ENSG00000260473,2504
ENSG00000260476,1248
ENSG00000260478,2007
ENSG00000260479,811
ENSG00000260482,3009
ENSG00000260483,277
ENSG00000260484,2172
ENSG00000260488,601
ENSG00000260495,2693
ENSG00000260496,2494
ENSG00000260497,142
ENSG00000260498,2288
ENSG00000260500,1043
ENSG00000260504,469
ENSG00000260505,2912
ENSG00000260507,416
ENSG00000260509,1315
ENSG00000260510,351
ENSG00000260514,309
ENSG00000260515,2508
ENSG00000260520,477
ENSG00000260522,262
ENSG00000260525,348
ENSG00000260530,416
ENSG00000260532,3011
ENSG00000260534,2155
ENSG00000260536,459
ENSG00000260537,2110
ENSG00000260541,220
ENSG00000260542,2188
ENSG00000260545,415
ENSG00000260550,603
ENSG00000260555,3044
ENSG00000260558,1090
ENSG00000260563,1195
ENSG00000260564,3360
ENSG00000260566,2768
ENSG00000260568,538
ENSG00000260569,1554
ENSG00000260570,295
ENSG00000260573,5189
ENSG00000260574,87
ENSG00000260575,978
ENSG00000260578,3176
ENSG00000260579,396
ENSG00000260580,717
ENSG00000260583,557
ENSG00000260584,298
ENSG00000260585,4997
ENSG00000260586,1237
ENSG00000260588,1770
ENSG00000260590,400
ENSG00000260592,868
ENSG00000260593,465
ENSG00000260594,452
ENSG00000260597,2680
ENSG00000260599,3355
ENSG00000260600,1995
ENSG00000260601,520
ENSG00000260605,584
ENSG00000260608,2166
ENSG00000260610,802
ENSG00000260611,1319
ENSG00000260612,1018
ENSG00000260613,1594
ENSG00000260617,558
ENSG00000260618,1211
ENSG00000260619,2455
ENSG00000260620,511
ENSG00000260621,549
ENSG00000260622,497
ENSG00000260624,656
ENSG00000260626,560
ENSG00000260628,1668
ENSG00000260633,1946
ENSG00000260634,2444
ENSG00000260635,423
ENSG00000260639,338
ENSG00000260640,463
ENSG00000260642,1271
ENSG00000260643,1032
ENSG00000260645,2123
ENSG00000260646,682
ENSG00000260647,749
ENSG00000260648,4028
ENSG00000260649,220
ENSG00000260650,555
ENSG00000260651,479
ENSG00000260657,1232
ENSG00000260658,13438
ENSG00000260659,403
ENSG00000260661,1752
ENSG00000260662,97
ENSG00000260664,5859
ENSG00000260668,554
ENSG00000260669,2108
ENSG00000260670,2977
ENSG00000260671,338
ENSG00000260672,2441
ENSG00000260673,573
ENSG00000260674,158
ENSG00000260677,1728
ENSG00000260678,424
ENSG00000260679,416
ENSG00000260681,665
ENSG00000260683,3741
ENSG00000260685,681
ENSG00000260686,2178
ENSG00000260688,181
ENSG00000260693,701
ENSG00000260694,476
ENSG00000260695,2673
ENSG00000260698,2968
ENSG00000260701,2288
ENSG00000260702,1207
ENSG00000260706,1342
ENSG00000260711,6943
ENSG00000260714,4007
ENSG00000260715,1406
ENSG00000260719,2445
ENSG00000260721,1192
ENSG00000260723,445
ENSG00000260725,1570
ENSG00000260729,4374
ENSG00000260735,221
ENSG00000260739,997
ENSG00000260740,578
ENSG00000260741,481
ENSG00000260743,1566
ENSG00000260744,764
ENSG00000260747,442
ENSG00000260750,4420
ENSG00000260751,1024
ENSG00000260755,511
ENSG00000260756,1313
ENSG00000260757,1767
ENSG00000260761,1513
ENSG00000260763,3300
ENSG00000260764,144
ENSG00000260771,659
ENSG00000260772,1588
ENSG00000260773,500
ENSG00000260774,2881
ENSG00000260777,2949
ENSG00000260779,3566
ENSG00000260782,1836
ENSG00000260784,1156
ENSG00000260786,3258
ENSG00000260795,298
ENSG00000260796,540
ENSG00000260797,663
ENSG00000260798,562
ENSG00000260803,2077
ENSG00000260805,3933
ENSG00000260808,886
ENSG00000260810,705
ENSG00000260814,510
ENSG00000260816,4284
ENSG00000260817,358
ENSG00000260823,444
ENSG00000260827,2486
ENSG00000260830,2271
ENSG00000260832,2439
ENSG00000260834,1762
ENSG00000260835,572
ENSG00000260836,2012
ENSG00000260838,3296
ENSG00000260844,712
ENSG00000260845,866
ENSG00000260847,866
ENSG00000260848,3140
ENSG00000260850,5835
ENSG00000260851,701
ENSG00000260855,3472
ENSG00000260857,1578
ENSG00000260858,463
ENSG00000260859,260
ENSG00000260860,893
ENSG00000260861,588
ENSG00000260862,4037
ENSG00000260865,357
ENSG00000260866,1342
ENSG00000260867,606
ENSG00000260871,896
ENSG00000260874,1640
ENSG00000260877,1613
ENSG00000260878,668
ENSG00000260879,1566
ENSG00000260882,438
ENSG00000260891,460
ENSG00000260892,563
ENSG00000260894,207
ENSG00000260895,622
ENSG00000260899,883
ENSG00000260900,163
ENSG00000260907,2133
ENSG00000260909,398
ENSG00000260911,449
ENSG00000260912,1965
ENSG00000260914,1284
ENSG00000260917,4237
ENSG00000260918,7000
ENSG00000260919,498
ENSG00000260920,2449
ENSG00000260921,650
ENSG00000260922,1713
ENSG00000260926,1167
ENSG00000260927,4796
ENSG00000260932,1501
ENSG00000260933,604
ENSG00000260934,510
ENSG00000260937,711
ENSG00000260945,551
ENSG00000260947,3528
ENSG00000260948,2023
ENSG00000260949,911
ENSG00000260953,1930
ENSG00000260954,404
ENSG00000260955,440
ENSG00000260957,592
ENSG00000260958,4737
ENSG00000260959,472
ENSG00000260966,5113
ENSG00000260970,1463
ENSG00000260971,5909
ENSG00000260972,1697
ENSG00000260973,1666
ENSG00000260974,262
ENSG00000260975,559
ENSG00000260978,2677
ENSG00000260981,427
ENSG00000260986,510
ENSG00000260988,1931
ENSG00000260989,485
ENSG00000260990,1732
ENSG00000260991,320
ENSG00000260995,2835
ENSG00000260996,1854
ENSG00000260997,1911
ENSG00000260999,260
ENSG00000261000,509
ENSG00000261003,5187
ENSG00000261009,2253
ENSG00000261012,1605
ENSG00000261017,325
ENSG00000261018,1990
ENSG00000261019,1368
ENSG00000261020,4710
ENSG00000261024,378
ENSG00000261025,2775
ENSG00000261026,4997
ENSG00000261028,1762
ENSG00000261030,914
ENSG00000261035,2208
ENSG00000261036,1376
ENSG00000261037,3255
ENSG00000261038,1880
ENSG00000261041,622
ENSG00000261043,3281
ENSG00000261047,70
ENSG00000261048,401
ENSG00000261049,519
ENSG00000261051,2095
ENSG00000261055,3576
ENSG00000261056,1569
ENSG00000261058,510
ENSG00000261060,934
ENSG00000261061,716
ENSG00000261063,566
ENSG00000261065,444
ENSG00000261066,214
ENSG00000261067,5296
ENSG00000261069,1236
ENSG00000261070,990
ENSG00000261071,1117
ENSG00000261072,910
ENSG00000261076,1417
ENSG00000261077,403
ENSG00000261078,625
ENSG00000261079,2934
ENSG00000261081,970
ENSG00000261090,2729
ENSG00000261093,1838
ENSG00000261094,3484
ENSG00000261095,1447
ENSG00000261096,2507
ENSG00000261098,4140
ENSG00000261101,656
ENSG00000261103,6320
ENSG00000261104,3273
ENSG00000261108,226
ENSG00000261111,373
ENSG00000261113,669
ENSG00000261114,699
ENSG00000261116,1933
ENSG00000261117,813
ENSG00000261118,1290
ENSG00000261123,596
ENSG00000261124,504
ENSG00000261127,148
ENSG00000261129,3102
ENSG00000261130,652
ENSG00000261131,321
ENSG00000261136,3047
ENSG00000261140,459
ENSG00000261141,593
ENSG00000261144,202
ENSG00000261145,106
ENSG00000261146,4706
ENSG00000261147,3838
ENSG00000261153,1990
ENSG00000261158,927
ENSG00000261161,1768
ENSG00000261166,1705
ENSG00000261167,3473
ENSG00000261168,1536
ENSG00000261170,2765
ENSG00000261172,2147
ENSG00000261177,7430
ENSG00000261178,1377
ENSG00000261184,2032
ENSG00000261187,1135
ENSG00000261191,565
ENSG00000261197,224
ENSG00000261198,567
ENSG00000261200,3971
ENSG00000261204,433
ENSG00000261207,565
ENSG00000261208,1949
ENSG00000261211,6640
ENSG00000261213,1410
ENSG00000261215,3264
ENSG00000261216,384
ENSG00000261219,634
ENSG00000261226,2873
ENSG00000261227,3350
ENSG00000261229,758
ENSG00000261232,267
ENSG00000261234,265
ENSG00000261238,1128
ENSG00000261240,735
ENSG00000261242,1110
ENSG00000261243,596
ENSG00000261244,353
ENSG00000261245,333
ENSG00000261248,475
ENSG00000261250,3294
ENSG00000261253,1886
ENSG00000261257,1913
ENSG00000261259,217
ENSG00000261260,1629
ENSG00000261261,2382
ENSG00000261263,235
ENSG00000261265,800
ENSG00000261266,641
ENSG00000261267,438
ENSG00000261269,2485
ENSG00000261275,4162
ENSG00000261276,366
ENSG00000261278,426
ENSG00000261281,316
ENSG00000261285,1903
ENSG00000261288,572
ENSG00000261289,314
ENSG00000261291,510
ENSG00000261292,2010
ENSG00000261293,502
ENSG00000261294,338
ENSG00000261296,3624
ENSG00000261298,1677
ENSG00000261307,545
ENSG00000261310,565
ENSG00000261312,1379
ENSG00000261313,510
ENSG00000261314,711
ENSG00000261320,475
ENSG00000261324,5428
ENSG00000261327,2277
ENSG00000261329,5314
ENSG00000261334,1934
ENSG00000261335,1763
ENSG00000261338,2048
ENSG00000261342,1585
ENSG00000261346,2201
ENSG00000261347,664
ENSG00000261349,459
ENSG00000261351,2168
ENSG00000261356,600
ENSG00000261357,704
ENSG00000261362,631
ENSG00000261363,1904
ENSG00000261364,928
ENSG00000261365,127
ENSG00000261367,553
ENSG00000261368,1307
ENSG00000261376,536
ENSG00000261379,1026
ENSG00000261382,1765
ENSG00000261384,382
ENSG00000261385,357
ENSG00000261391,126
ENSG00000261392,753
ENSG00000261393,478
ENSG00000261394,804
ENSG00000261396,530
ENSG00000261398,1377
ENSG00000261400,5911
ENSG00000261402,3844
ENSG00000261403,572
ENSG00000261407,1288
ENSG00000261411,2180
ENSG00000261421,418
ENSG00000261426,4089
ENSG00000261427,809
ENSG00000261430,307
ENSG00000261433,541
ENSG00000261434,564
ENSG00000261435,3218
ENSG00000261436,2996
ENSG00000261442,1543
ENSG00000261444,210
ENSG00000261447,965
ENSG00000261448,3380
ENSG00000261449,1441
ENSG00000261451,4641
ENSG00000261457,837
ENSG00000261458,320
ENSG00000261459,1515
ENSG00000261466,1046
ENSG00000261467,3322
ENSG00000261468,2054
ENSG00000261469,533
ENSG00000261471,2922
ENSG00000261472,1443
ENSG00000261474,449
ENSG00000261476,852
ENSG00000261478,1456
ENSG00000261482,499
ENSG00000261487,626
ENSG00000261489,255
ENSG00000261499,1168
ENSG00000261505,4489
ENSG00000261507,540
ENSG00000261512,1107
ENSG00000261513,777
ENSG00000261519,1910
ENSG00000261522,261
ENSG00000261523,579
ENSG00000261526,1230
ENSG00000261527,722
ENSG00000261529,1603
ENSG00000261532,580
ENSG00000261535,801
ENSG00000261537,793
ENSG00000261538,426
ENSG00000261540,1461
ENSG00000261541,4147
ENSG00000261542,2054
ENSG00000261543,1691
ENSG00000261544,428
ENSG00000261546,2105
ENSG00000261549,727
ENSG00000261552,454
ENSG00000261553,4178
ENSG00000261554,598
ENSG00000261555,1655
ENSG00000261560,1495
ENSG00000261561,158
ENSG00000261564,819
ENSG00000261566,714
ENSG00000261569,812
ENSG00000261572,1943
ENSG00000261575,298
ENSG00000261578,4192
ENSG00000261582,529
ENSG00000261583,534
ENSG00000261584,1724
ENSG00000261586,2094
ENSG00000261588,259
ENSG00000261590,261
ENSG00000261592,513
ENSG00000261596,828
ENSG00000261600,2700
ENSG00000261604,2497
ENSG00000261606,5356
ENSG00000261607,271
ENSG00000261610,1782
ENSG00000261611,3677
ENSG00000261613,2001
ENSG00000261625,1284
ENSG00000261627,508
ENSG00000261628,330
ENSG00000261629,596
ENSG00000261630,547
ENSG00000261632,2585
ENSG00000261633,556
ENSG00000261635,725
ENSG00000261638,885
ENSG00000261641,1124
ENSG00000261642,3125
ENSG00000261646,2209
ENSG00000261648,540
ENSG00000261651,378
ENSG00000261653,1129
ENSG00000261654,5985
ENSG00000261655,1963
ENSG00000261659,407
ENSG00000261668,3843
ENSG00000261669,579
ENSG00000261670,4597
ENSG00000261671,763
ENSG00000261673,391
ENSG00000261675,2046
ENSG00000261680,430
ENSG00000261682,866
ENSG00000261684,2768
ENSG00000261687,532
ENSG00000261691,476
ENSG00000261692,415
ENSG00000261693,3377
ENSG00000261695,579
ENSG00000261696,1459
ENSG00000261697,2447
ENSG00000261702,235
ENSG00000261707,1325
ENSG00000261709,128
ENSG00000261710,1602
ENSG00000261714,466
ENSG00000261717,530
ENSG00000261719,223
ENSG00000261722,1837
ENSG00000261725,256
ENSG00000261727,229
ENSG00000261728,4276
ENSG00000261731,441
ENSG00000261732,5326
ENSG00000261734,2314
ENSG00000261736,592
ENSG00000261743,556
ENSG00000261745,503
ENSG00000261747,178
ENSG00000261751,2088
ENSG00000261754,2757
ENSG00000261760,820
ENSG00000261762,2154
ENSG00000261763,3945
ENSG00000261765,426
ENSG00000261766,544
ENSG00000261770,3666
ENSG00000261774,301
ENSG00000261776,1104
ENSG00000261778,174
ENSG00000261779,206
ENSG00000261782,463
ENSG00000261783,374
ENSG00000261786,5067
ENSG00000261789,1662
ENSG00000261790,2291
ENSG00000261793,460
ENSG00000261795,3208
ENSG00000261798,1196
ENSG00000261799,3170
ENSG00000261800,1921
ENSG00000261802,308
ENSG00000261804,1960
ENSG00000261810,488
ENSG00000261813,334
ENSG00000261815,1235
ENSG00000261816,1407
ENSG00000261817,506
ENSG00000261818,428
ENSG00000261819,1902
ENSG00000261821,5017
ENSG00000261822,562
ENSG00000261823,839
ENSG00000261826,2709
ENSG00000261829,598
ENSG00000261831,806
ENSG00000261832,2824
ENSG00000261835,934
ENSG00000261837,707
ENSG00000261838,427
ENSG00000261839,2830
ENSG00000261840,1644
ENSG00000261842,2216
ENSG00000261845,1190
ENSG00000261848,2303
ENSG00000261864,549
ENSG00000261872,673
ENSG00000261882,153
ENSG00000261884,573
ENSG00000261888,2656
ENSG00000261889,748
ENSG00000261898,480
ENSG00000261915,2571
ENSG00000261916,512
ENSG00000261924,3363
ENSG00000261938,329
ENSG00000261959,1794
ENSG00000261970,367
ENSG00000261976,834
ENSG00000261978,1487
ENSG00000261996,879
ENSG00000261997,3828
ENSG00000262000,175
ENSG00000262003,1619
ENSG00000262006,492
ENSG00000262008,193
ENSG00000262011,686
ENSG00000262020,610
ENSG00000262038,493
ENSG00000262048,535
ENSG00000262049,1994
ENSG00000262050,1601
ENSG00000262052,585
ENSG00000262067,271
ENSG00000262079,2338
ENSG00000262090,151
ENSG00000262094,4160
ENSG00000262098,368
ENSG00000262112,538
ENSG00000262115,805
ENSG00000262116,443
ENSG00000262119,1771
ENSG00000262120,333
ENSG00000262133,749
ENSG00000262140,881
ENSG00000262141,157
ENSG00000262151,575
ENSG00000262160,3177
ENSG00000262171,536
ENSG00000262172,443
ENSG00000262181,763
ENSG00000262187,409
ENSG00000262198,4197
ENSG00000262202,1337
ENSG00000262211,797
ENSG00000262213,472
ENSG00000262228,1755
ENSG00000262231,1139
ENSG00000262248,344
ENSG00000262262,352
ENSG00000262265,1873
ENSG00000262267,2960
ENSG00000262271,1183
ENSG00000262296,195
ENSG00000262298,549
ENSG00000262302,489
ENSG00000262304,4753
ENSG00000262312,2955
ENSG00000262313,494
ENSG00000262319,2673
ENSG00000262332,1033
ENSG00000262339,581
ENSG00000262343,866
ENSG00000262358,398
ENSG00000262362,1264
ENSG00000262370,2005
ENSG00000262372,304
ENSG00000262380,503
ENSG00000262384,482
ENSG00000262408,181
ENSG00000262410,642
ENSG00000262412,3904
ENSG00000262413,565
ENSG00000262429,474
ENSG00000262445,870
ENSG00000262456,1065
ENSG00000262471,266
ENSG00000262488,1161
ENSG00000262492,430
ENSG00000262495,416
ENSG00000262514,1187
ENSG00000262518,768
ENSG00000262521,531
ENSG00000262526,776
ENSG00000262528,1417
ENSG00000262529,415
ENSG00000262533,422
ENSG00000262539,1056
ENSG00000262560,2326
ENSG00000262561,208
ENSG00000262566,175
ENSG00000262580,5122
ENSG00000262587,574
ENSG00000262623,410
ENSG00000262624,1168
ENSG00000262633,889
ENSG00000262636,260
ENSG00000262651,143
ENSG00000262652,594
ENSG00000262660,1922
ENSG00000262662,549
ENSG00000262663,504
ENSG00000262681,3370
ENSG00000262691,2677
ENSG00000262692,291
ENSG00000262700,1869
ENSG00000262703,1095
ENSG00000262708,594
ENSG00000262712,1949
ENSG00000262714,2142
ENSG00000262721,561
ENSG00000262730,348
ENSG00000262732,4961
ENSG00000262766,543
ENSG00000262768,1386
ENSG00000262769,1927
ENSG00000262786,1885
ENSG00000262801,2807
ENSG00000262803,781
ENSG00000262815,513
ENSG00000262818,278
ENSG00000262823,1053
ENSG00000262833,3204
ENSG00000262837,1554
ENSG00000262848,567
ENSG00000262855,271
ENSG00000262869,1526
ENSG00000262873,1620
ENSG00000262877,2501
ENSG00000262879,14276
ENSG00000262880,1975
ENSG00000262881,759
ENSG00000262884,2546
ENSG00000262885,427
ENSG00000262898,7909
ENSG00000262899,821
ENSG00000262905,592
ENSG00000262920,566
ENSG00000262921,537
ENSG00000262950,2335
ENSG00000262961,797
ENSG00000262966,5672
ENSG00000262967,670
ENSG00000262974,400
ENSG00000262979,653
ENSG00000262983,573
ENSG00000262990,294
ENSG00000262995,1195
ENSG00000262999,2279
ENSG00000263011,2423
ENSG00000263015,1585
ENSG00000263017,333
ENSG00000263020,2488
ENSG00000263029,370
ENSG00000263033,1055
ENSG00000263041,2055
ENSG00000263045,187
ENSG00000263051,235
ENSG00000263063,1140
ENSG00000263065,550
ENSG00000263070,389
ENSG00000263080,1230
ENSG00000263089,4281
ENSG00000263096,1740
ENSG00000263098,413
ENSG00000263105,1417
ENSG00000263107,160
ENSG00000263110,571
ENSG00000263120,2356
ENSG00000263126,3907
ENSG00000263154,875
ENSG00000263159,244
ENSG00000263164,498
ENSG00000263165,512
ENSG00000263167,362
ENSG00000263171,421
ENSG00000263176,685
ENSG00000263189,2389
ENSG00000263199,495
ENSG00000263207,613
ENSG00000263212,529
ENSG00000263218,338
ENSG00000263220,512
ENSG00000263234,582
ENSG00000263235,1068
ENSG00000263237,615
ENSG00000263244,8334
ENSG00000263252,708
ENSG00000263253,352
ENSG00000263271,424
ENSG00000263272,1938
ENSG00000263276,3022
ENSG00000263278,4204
ENSG00000263279,899
ENSG00000263280,1150
ENSG00000263300,478
ENSG00000263301,330
ENSG00000263305,1308
ENSG00000263311,403
ENSG00000263321,333
ENSG00000263325,2053
ENSG00000263326,676
ENSG00000263335,836
ENSG00000263338,560
ENSG00000263342,596
ENSG00000263343,280
ENSG00000263369,447
ENSG00000263370,562
ENSG00000263375,1387
ENSG00000263382,1408
ENSG00000263393,553
ENSG00000263394,757
ENSG00000263396,292
ENSG00000263424,3289
ENSG00000263427,822
ENSG00000263433,397
ENSG00000263435,323
ENSG00000263450,558
ENSG00000263453,51
ENSG00000263466,437
ENSG00000263477,893
ENSG00000263485,1148
ENSG00000263489,502
ENSG00000263494,195
ENSG00000263499,1412
ENSG00000263501,562
ENSG00000263531,831
ENSG00000263547,2794
ENSG00000263551,4314
ENSG00000263567,505
ENSG00000263571,3810
ENSG00000263594,1326
ENSG00000263603,789
ENSG00000263604,199
ENSG00000263611,961
ENSG00000263612,947
ENSG00000263613,857
ENSG00000263618,916
ENSG00000263620,460
ENSG00000263622,312
ENSG00000263624,1231
ENSG00000263635,1139
ENSG00000263637,302
ENSG00000263644,591
ENSG00000263648,339
ENSG00000263655,769
ENSG00000263657,576
ENSG00000263674,413
ENSG00000263680,833
ENSG00000263682,1647
ENSG00000263683,1238
ENSG00000263684,861
ENSG00000263707,335
ENSG00000263708,259
ENSG00000263709,323
ENSG00000263717,420
ENSG00000263720,792
ENSG00000263727,268
ENSG00000263729,145
ENSG00000263731,2682
ENSG00000263733,1018
ENSG00000263745,7070
ENSG00000263756,577
ENSG00000263765,2643
ENSG00000263772,355
ENSG00000263781,316
ENSG00000263786,717
ENSG00000263788,295
ENSG00000263797,544
ENSG00000263798,2801
ENSG00000263809,3087
ENSG00000263821,1101
ENSG00000263823,1590
ENSG00000263826,2400
ENSG00000263847,544
ENSG00000263859,782
ENSG00000263860,398
ENSG00000263863,769
ENSG00000263870,510
ENSG00000263893,1414
ENSG00000263895,332
ENSG00000263904,468
ENSG00000263916,483
ENSG00000263917,565
ENSG00000263923,943
ENSG00000263924,348
ENSG00000263938,776
ENSG00000263946,589
ENSG00000263952,800
ENSG00000263963,74
ENSG00000263970,193
ENSG00000263982,398
ENSG00000263986,504
ENSG00000263990,488
ENSG00000264000,850
ENSG00000264007,638
ENSG00000264012,359
ENSG00000264015,3480
ENSG00000264016,1055
ENSG00000264019,473
ENSG00000264023,1588
ENSG00000264029,244
ENSG00000264040,331
ENSG00000264044,1316
ENSG00000264050,715
ENSG00000264057,453
ENSG00000264058,2502
ENSG00000264063,61
ENSG00000264066,1102
ENSG00000264083,563
ENSG00000264093,234
ENSG00000264104,2484
ENSG00000264108,211
ENSG00000264112,5813
ENSG00000264116,2577
ENSG00000264125,697
ENSG00000264131,189
ENSG00000264138,417
ENSG00000264145,675
ENSG00000264148,166
ENSG00000264149,417
ENSG00000264150,429
ENSG00000264151,3244
ENSG00000264164,222
ENSG00000264167,466
ENSG00000264174,662
ENSG00000264177,4955
ENSG00000264179,520
ENSG00000264187,1693
ENSG00000264188,336
ENSG00000264193,253
ENSG00000264196,624
ENSG00000264207,1234
ENSG00000264215,1514
ENSG00000264236,658
ENSG00000264243,816
ENSG00000264245,304
ENSG00000264246,208
ENSG00000264254,471
ENSG00000264262,425
ENSG00000264272,513
ENSG00000264273,463
ENSG00000264281,78
ENSG00000264289,292
ENSG00000264290,465
ENSG00000264296,445
ENSG00000264300,217
ENSG00000264304,562
ENSG00000264324,5059
ENSG00000264339,464
ENSG00000264340,331
ENSG00000264341,73
ENSG00000264365,567
ENSG00000264373,90
ENSG00000264388,348
ENSG00000264422,1493
ENSG00000264431,1507
ENSG00000264434,468
ENSG00000264435,514
ENSG00000264449,3349
ENSG00000264451,701
ENSG00000264452,76
ENSG00000264456,1661
ENSG00000264472,559
ENSG00000264475,607
ENSG00000264486,776
ENSG00000264488,978
ENSG00000264490,1918
ENSG00000264491,460
ENSG00000264497,115
ENSG00000264503,145
ENSG00000264513,478
ENSG00000264514,548
ENSG00000264520,368
ENSG00000264545,622
ENSG00000264546,1707
ENSG00000264548,2368
ENSG00000264558,267
ENSG00000264574,63
ENSG00000264577,899
ENSG00000264578,729
ENSG00000264587,986
ENSG00000264595,594
ENSG00000264596,1613
ENSG00000264598,427
ENSG00000264617,538
ENSG00000264622,469
ENSG00000264634,440
ENSG00000264635,1605
ENSG00000264643,307
ENSG00000264647,278
ENSG00000264659,3370
ENSG00000264662,379
ENSG00000264666,2759
ENSG00000264668,2897
ENSG00000264673,686
ENSG00000264689,262
ENSG00000264693,661
ENSG00000264695,459
ENSG00000264701,1978
