id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,downstream_organ,downstream_label
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep1_G2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep2_G3,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep3_G4,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep4_G5,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep5_G6,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep6_G7,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep7_G9,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-247,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_CLN_GC_LAR_Rep8_G10,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,descending colon,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,"Isoflurane, Cardiac Puncture, Thoracotomy",,{Not Available},,RNALater,-80 {degree Celsius},,,,,,,OSD-247_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-247_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-247_rna_seq_Unnormalized_Counts.csv,colon,0.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep1_F1,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep2_F2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep3_F3,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep4_F4,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep5_F5,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep6_F6,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep7_F7,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep8_F8,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_ISS-T_Rep9_F9,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep10_F10,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep1_F1,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep2_F2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep3_F3,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep4_F4,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep5_F5,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep6_F6,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep7_F7,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep8_F8,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_FLT_LAR_Rep9_F9,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Isoflurane, Cardiac Puncture, Thoracotomy",,{No Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,1.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_GC_ISS-T_Rep10_G10,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,0.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_GC_ISS-T_Rep1_G1,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,0.0
OSD-248,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_LNG_GC_ISS-T_Rep2_G2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,Left Lung,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Cardiac Puncture, Thoracotomy",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-248_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-248_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-248_rna_seq_Unnormalized_Counts.csv,lung,0.0
