id,biological_id,sample,study,group,condition,label,route,donor,source,original_index,catalog,head,score,positive,interpretation
GSE234465:GSM7469197|harmonized,GSE234465:GSM7469197,GSM7469197,GSE234465,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,6,unseen,probe_original,-14.033493720594606,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469198|harmonized,GSE234465:GSM7469198,GSM7469198,GSE234465,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,7,unseen,probe_original,-13.874329666954395,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469199|harmonized,GSE234465:GSM7469199,GSM7469199,GSE234465,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,8,unseen,probe_original,-8.509818954449656,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469200|harmonized,GSE234465:GSM7469200,GSM7469200,GSE234465,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,9,unseen,probe_original,-11.059443472341172,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469201|harmonized,GSE234465:GSM7469201,GSM7469201,GSE234465,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,10,unseen,probe_original,-11.07895866704473,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469202|harmonized,GSE234465:GSM7469202,GSM7469202,GSE234465,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,11,unseen,probe_original,-11.311328373724223,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013395|harmonized,GSE298393:GSM9013395,GSM9013395,GSE298393,YA,control,0,harmonized,YA,prior_audited_flight_inputs,12,absent,probe_original,-8.852607413896408,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013396|harmonized,GSE298393:GSM9013396,GSM9013396,GSE298393,YA,control,0,harmonized,YA,prior_audited_flight_inputs,13,absent,probe_original,-5.87489641379932,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013397|harmonized,GSE298393:GSM9013397,GSM9013397,GSE298393,YA,control,0,harmonized,YA,prior_audited_flight_inputs,14,absent,probe_original,-7.713140880191418,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013398|harmonized,GSE298393:GSM9013398,GSM9013398,GSE298393,OS,control,0,harmonized,OS,prior_audited_flight_inputs,15,absent,probe_original,-8.78783442985548,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013399|harmonized,GSE298393:GSM9013399,GSM9013399,GSE298393,OS,control,0,harmonized,OS,prior_audited_flight_inputs,16,absent,probe_original,-8.12079991034011,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013400|harmonized,GSE298393:GSM9013400,GSM9013400,GSE298393,OS,control,0,harmonized,OS,prior_audited_flight_inputs,17,absent,probe_original,-8.136631381488769,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013404|harmonized,GSE298393:GSM9013404,GSM9013404,GSE298393,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,18,absent,probe_original,-11.530860099818483,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013405|harmonized,GSE298393:GSM9013405,GSM9013405,GSE298393,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,19,absent,probe_original,-10.790625627598843,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013406|harmonized,GSE298393:GSM9013406,GSM9013406,GSE298393,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,20,absent,probe_original,-10.965482426651874,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013410|harmonized,GSE298393:GSM9013410,GSM9013410,GSE298393,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,21,absent,probe_original,-11.218035814492282,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013411|harmonized,GSE298393:GSM9013411,GSM9013411,GSE298393,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,22,absent,probe_original,-11.181400008570336,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013412|harmonized,GSE298393:GSM9013412,GSM9013412,GSE298393,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,23,absent,probe_original,-12.807232087942793,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031437|harmonized,GSE200335:GSM6031437,GSM6031437,GSE200335,AT24,control,0,harmonized,AT24,NCBI_counts,-1,train,probe_original,-4.0545555702295815,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031437|wider_gene_mask,GSE200335:GSM6031437,GSM6031437,GSE200335,AT24,control,0,wider_gene_mask,AT24,NCBI_counts,-1,train,probe_original,-2.786453113384937,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031438|harmonized,GSE200335:GSM6031438,GSM6031438,GSE200335,AT24,EPS,1,harmonized,AT24,NCBI_counts,-1,train,probe_original,-2.154321189263669,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031438|wider_gene_mask,GSE200335:GSM6031438,GSM6031438,GSE200335,AT24,EPS,1,wider_gene_mask,AT24,NCBI_counts,-1,train,probe_original,-0.8915051070688378,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031439|harmonized,GSE200335:GSM6031439,GSM6031439,GSE200335,AT7,control,0,harmonized,AT7,NCBI_counts,-1,train,probe_original,4.3220412234703645,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031439|wider_gene_mask,GSE200335:GSM6031439,GSM6031439,GSE200335,AT7,control,0,wider_gene_mask,AT7,NCBI_counts,-1,train,probe_original,5.674489341303797,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031440|harmonized,GSE200335:GSM6031440,GSM6031440,GSE200335,AT7,EPS,1,harmonized,AT7,NCBI_counts,-1,train,probe_original,6.95927157554047,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031440|wider_gene_mask,GSE200335:GSM6031440,GSM6031440,GSE200335,AT7,EPS,1,wider_gene_mask,AT7,NCBI_counts,-1,train,probe_original,8.331616884083246,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031441|harmonized,GSE200335:GSM6031441,GSM6031441,GSE200335,AT8,control,0,harmonized,AT8,NCBI_counts,-1,train,probe_original,2.5861947997290144,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031441|wider_gene_mask,GSE200335:GSM6031441,GSM6031441,GSE200335,AT8,control,0,wider_gene_mask,AT8,NCBI_counts,-1,train,probe_original,3.9220316934183757,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031442|harmonized,GSE200335:GSM6031442,GSM6031442,GSE200335,AT8,EPS,1,harmonized,AT8,NCBI_counts,-1,train,probe_original,4.824080357117168,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031442|wider_gene_mask,GSE200335:GSM6031442,GSM6031442,GSE200335,AT8,EPS,1,wider_gene_mask,AT8,NCBI_counts,-1,train,probe_original,6.163383908786614,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031443|harmonized,GSE200335:GSM6031443,GSM6031443,GSE200335,AT10,control,0,harmonized,AT10,NCBI_counts,-1,train,probe_original,5.986994676683821,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031443|wider_gene_mask,GSE200335:GSM6031443,GSM6031443,GSE200335,AT10,control,0,wider_gene_mask,AT10,NCBI_counts,-1,train,probe_original,7.243826597565544,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031444|harmonized,GSE200335:GSM6031444,GSM6031444,GSE200335,AT10,EPS,1,harmonized,AT10,NCBI_counts,-1,train,probe_original,9.036335472156338,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031444|wider_gene_mask,GSE200335:GSM6031444,GSM6031444,GSE200335,AT10,EPS,1,wider_gene_mask,AT10,NCBI_counts,-1,train,probe_original,10.314772175854728,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031445|harmonized,GSE200335:GSM6031445,GSM6031445,GSE200335,AT18,control,0,harmonized,AT18,NCBI_counts,-1,val,probe_original,4.103711651705453,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031445|wider_gene_mask,GSE200335:GSM6031445,GSM6031445,GSE200335,AT18,control,0,wider_gene_mask,AT18,NCBI_counts,-1,val,probe_original,5.410268989044425,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031446|harmonized,GSE200335:GSM6031446,GSM6031446,GSE200335,AT18,EPS,1,harmonized,AT18,NCBI_counts,-1,train,probe_original,9.062745952638807,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031446|wider_gene_mask,GSE200335:GSM6031446,GSM6031446,GSE200335,AT18,EPS,1,wider_gene_mask,AT18,NCBI_counts,-1,train,probe_original,10.307307666265956,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031447|harmonized,GSE200335:GSM6031447,GSM6031447,GSE200335,AT21,control,0,harmonized,AT21,NCBI_counts,-1,train,probe_original,4.107190266010321,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031447|wider_gene_mask,GSE200335:GSM6031447,GSM6031447,GSE200335,AT21,control,0,wider_gene_mask,AT21,NCBI_counts,-1,train,probe_original,5.395257673235619,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031448|harmonized,GSE200335:GSM6031448,GSM6031448,GSE200335,AT21,EPS,1,harmonized,AT21,NCBI_counts,-1,train,probe_original,3.2472359082848925,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031448|wider_gene_mask,GSE200335:GSM6031448,GSM6031448,GSE200335,AT21,EPS,1,wider_gene_mask,AT21,NCBI_counts,-1,train,probe_original,4.649407266648268,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031449|harmonized,GSE200335:GSM6031449,GSM6031449,GSE200335,AT22,control,0,harmonized,AT22,NCBI_counts,-1,train,probe_original,5.889592991411405,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031449|wider_gene_mask,GSE200335:GSM6031449,GSM6031449,GSE200335,AT22,control,0,wider_gene_mask,AT22,NCBI_counts,-1,train,probe_original,7.173826205825435,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031450|harmonized,GSE200335:GSM6031450,GSM6031450,GSE200335,AT22,EPS,1,harmonized,AT22,NCBI_counts,-1,train,probe_original,8.850963438935992,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031450|wider_gene_mask,GSE200335:GSM6031450,GSM6031450,GSE200335,AT22,EPS,1,wider_gene_mask,AT22,NCBI_counts,-1,train,probe_original,10.101357509349896,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469191|original,GSE234465:GSM7469191,GSM7469191,GSE234465,YA,control,0,original,YA,prior_audited_flight_inputs,0,unseen,flight_YA,33.94004996241233,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469192|original,GSE234465:GSM7469192,GSM7469192,GSE234465,YA,control,0,original,YA,prior_audited_flight_inputs,1,unseen,flight_YA,37.02987798094114,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469193|original,GSE234465:GSM7469193,GSM7469193,GSE234465,YA,control,0,original,YA,prior_audited_flight_inputs,2,unseen,flight_YA,33.88495094333257,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469194|original,GSE234465:GSM7469194,GSM7469194,GSE234465,OS,control,0,original,OS,prior_audited_flight_inputs,3,unseen,flight_YA,40.32783588909683,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469195|original,GSE234465:GSM7469195,GSM7469195,GSE234465,OS,control,0,original,OS,prior_audited_flight_inputs,4,unseen,flight_YA,40.58974499703663,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469196|original,GSE234465:GSM7469196,GSM7469196,GSE234465,OS,control,0,original,OS,prior_audited_flight_inputs,5,unseen,flight_YA,40.06995776395365,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469197|original,GSE234465:GSM7469197,GSM7469197,GSE234465,YA,flight,1,original,YA,prior_audited_flight_inputs,6,unseen,flight_YA,30.90233109977771,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469198|original,GSE234465:GSM7469198,GSM7469198,GSE234465,YA,flight,1,original,YA,prior_audited_flight_inputs,7,unseen,flight_YA,33.66448852659755,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469199|original,GSE234465:GSM7469199,GSM7469199,GSE234465,YA,flight,1,original,YA,prior_audited_flight_inputs,8,unseen,flight_YA,22.95857873932914,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469200|original,GSE234465:GSM7469200,GSM7469200,GSE234465,OS,flight,1,original,OS,prior_audited_flight_inputs,9,unseen,flight_YA,32.741016972005355,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469201|original,GSE234465:GSM7469201,GSM7469201,GSE234465,OS,flight,1,original,OS,prior_audited_flight_inputs,10,unseen,flight_YA,29.45022579204442,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469202|original,GSE234465:GSM7469202,GSM7469202,GSE234465,OS,flight,1,original,OS,prior_audited_flight_inputs,11,unseen,flight_YA,27.698182840268146,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013395|original,GSE298393:GSM9013395,GSM9013395,GSE298393,YA,control,0,original,YA,prior_audited_flight_inputs,12,absent,flight_YA,-0.9526776699556194,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013396|original,GSE298393:GSM9013396,GSM9013396,GSE298393,YA,control,0,original,YA,prior_audited_flight_inputs,13,absent,flight_YA,-2.1030110438607608,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013397|original,GSE298393:GSM9013397,GSM9013397,GSE298393,YA,control,0,original,YA,prior_audited_flight_inputs,14,absent,flight_YA,-2.5464331069276795,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013398|original,GSE298393:GSM9013398,GSM9013398,GSE298393,OS,control,0,original,OS,prior_audited_flight_inputs,15,absent,flight_YA,-3.4217393069750415,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013399|original,GSE298393:GSM9013399,GSM9013399,GSE298393,OS,control,0,original,OS,prior_audited_flight_inputs,16,absent,flight_YA,-3.439049387570094,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013400|original,GSE298393:GSM9013400,GSM9013400,GSE298393,OS,control,0,original,OS,prior_audited_flight_inputs,17,absent,flight_YA,-2.0471449352437503,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013404|original,GSE298393:GSM9013404,GSM9013404,GSE298393,YA,flight,1,original,YA,prior_audited_flight_inputs,18,absent,flight_YA,10.300787792381698,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013405|original,GSE298393:GSM9013405,GSM9013405,GSE298393,YA,flight,1,original,YA,prior_audited_flight_inputs,19,absent,flight_YA,9.178734474966632,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013406|original,GSE298393:GSM9013406,GSM9013406,GSE298393,YA,flight,1,original,YA,prior_audited_flight_inputs,20,absent,flight_YA,11.412082287298972,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013410|original,GSE298393:GSM9013410,GSM9013410,GSE298393,OS,flight,1,original,OS,prior_audited_flight_inputs,21,absent,flight_YA,9.913277004821794,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013411|original,GSE298393:GSM9013411,GSM9013411,GSE298393,OS,flight,1,original,OS,prior_audited_flight_inputs,22,absent,flight_YA,8.463173634530676,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013412|original,GSE298393:GSM9013412,GSM9013412,GSE298393,OS,flight,1,original,OS,prior_audited_flight_inputs,23,absent,flight_YA,9.19580825056778,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469191|harmonized,GSE234465:GSM7469191,GSM7469191,GSE234465,YA,control,0,harmonized,YA,prior_audited_flight_inputs,0,unseen,flight_YA,16.61726335183016,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469192|harmonized,GSE234465:GSM7469192,GSM7469192,GSE234465,YA,control,0,harmonized,YA,prior_audited_flight_inputs,1,unseen,flight_YA,18.304347572346842,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469193|harmonized,GSE234465:GSM7469193,GSM7469193,GSE234465,YA,control,0,harmonized,YA,prior_audited_flight_inputs,2,unseen,flight_YA,15.528896246304157,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469194|harmonized,GSE234465:GSM7469194,GSM7469194,GSE234465,OS,control,0,harmonized,OS,prior_audited_flight_inputs,3,unseen,flight_YA,20.98146895836544,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469195|harmonized,GSE234465:GSM7469195,GSM7469195,GSE234465,OS,control,0,harmonized,OS,prior_audited_flight_inputs,4,unseen,flight_YA,20.913069706570923,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469196|harmonized,GSE234465:GSM7469196,GSM7469196,GSE234465,OS,control,0,harmonized,OS,prior_audited_flight_inputs,5,unseen,flight_YA,18.9803678961041,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469197|harmonized,GSE234465:GSM7469197,GSM7469197,GSE234465,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,6,unseen,flight_YA,12.547627178922767,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469198|harmonized,GSE234465:GSM7469198,GSM7469198,GSE234465,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,7,unseen,flight_YA,15.154574386058584,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469199|harmonized,GSE234465:GSM7469199,GSM7469199,GSE234465,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,8,unseen,flight_YA,4.479484516406728,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469200|harmonized,GSE234465:GSM7469200,GSM7469200,GSE234465,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,9,unseen,flight_YA,12.674306575397395,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469201|harmonized,GSE234465:GSM7469201,GSM7469201,GSE234465,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,10,unseen,flight_YA,10.680613224646095,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE234465:GSM7469202|harmonized,GSE234465:GSM7469202,GSM7469202,GSE234465,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,11,unseen,flight_YA,8.549920071433462,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013395|harmonized,GSE298393:GSM9013395,GSM9013395,GSE298393,YA,control,0,harmonized,YA,prior_audited_flight_inputs,12,absent,flight_YA,-0.9526776699556194,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013396|harmonized,GSE298393:GSM9013396,GSM9013396,GSE298393,YA,control,0,harmonized,YA,prior_audited_flight_inputs,13,absent,flight_YA,-2.1030110438607608,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013397|harmonized,GSE298393:GSM9013397,GSM9013397,GSE298393,YA,control,0,harmonized,YA,prior_audited_flight_inputs,14,absent,flight_YA,-2.5464331069276795,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013398|harmonized,GSE298393:GSM9013398,GSM9013398,GSE298393,OS,control,0,harmonized,OS,prior_audited_flight_inputs,15,absent,flight_YA,-3.4217393069750415,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013399|harmonized,GSE298393:GSM9013399,GSM9013399,GSE298393,OS,control,0,harmonized,OS,prior_audited_flight_inputs,16,absent,flight_YA,-3.439049387570094,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013400|harmonized,GSE298393:GSM9013400,GSM9013400,GSE298393,OS,control,0,harmonized,OS,prior_audited_flight_inputs,17,absent,flight_YA,-2.0471449352437503,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013404|harmonized,GSE298393:GSM9013404,GSM9013404,GSE298393,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,18,absent,flight_YA,10.300787792381698,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013405|harmonized,GSE298393:GSM9013405,GSM9013405,GSE298393,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,19,absent,flight_YA,9.178734474966632,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013406|harmonized,GSE298393:GSM9013406,GSM9013406,GSE298393,YA,flight,1,harmonized,YA,prior_audited_flight_inputs,20,absent,flight_YA,11.412082287298972,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013410|harmonized,GSE298393:GSM9013410,GSM9013410,GSE298393,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,21,absent,flight_YA,9.913277004821794,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013411|harmonized,GSE298393:GSM9013411,GSM9013411,GSE298393,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,22,absent,flight_YA,8.463173634530676,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE298393:GSM9013412|harmonized,GSE298393:GSM9013412,GSM9013412,GSE298393,OS,flight,1,harmonized,OS,prior_audited_flight_inputs,23,absent,flight_YA,9.19580825056778,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031437|harmonized,GSE200335:GSM6031437,GSM6031437,GSE200335,AT24,control,0,harmonized,AT24,NCBI_counts,-1,train,flight_YA,28.42627444011373,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031437|wider_gene_mask,GSE200335:GSM6031437,GSM6031437,GSE200335,AT24,control,0,wider_gene_mask,AT24,NCBI_counts,-1,train,flight_YA,25.401811160804527,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031438|harmonized,GSE200335:GSM6031438,GSM6031438,GSE200335,AT24,EPS,1,harmonized,AT24,NCBI_counts,-1,train,flight_YA,25.027311794858406,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031438|wider_gene_mask,GSE200335:GSM6031438,GSM6031438,GSE200335,AT24,EPS,1,wider_gene_mask,AT24,NCBI_counts,-1,train,flight_YA,22.038300367858255,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031439|harmonized,GSE200335:GSM6031439,GSM6031439,GSE200335,AT7,control,0,harmonized,AT7,NCBI_counts,-1,train,flight_YA,0.6811796688127743,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031439|wider_gene_mask,GSE200335:GSM6031439,GSM6031439,GSE200335,AT7,control,0,wider_gene_mask,AT7,NCBI_counts,-1,train,flight_YA,-2.7787726456135715,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031440|harmonized,GSE200335:GSM6031440,GSM6031440,GSE200335,AT7,EPS,1,harmonized,AT7,NCBI_counts,-1,train,flight_YA,-3.1793560473936395,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031440|wider_gene_mask,GSE200335:GSM6031440,GSM6031440,GSE200335,AT7,EPS,1,wider_gene_mask,AT7,NCBI_counts,-1,train,flight_YA,-6.669916409106463,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031441|harmonized,GSE200335:GSM6031441,GSM6031441,GSE200335,AT8,control,0,harmonized,AT8,NCBI_counts,-1,train,flight_YA,17.171664046105207,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031441|wider_gene_mask,GSE200335:GSM6031441,GSM6031441,GSE200335,AT8,control,0,wider_gene_mask,AT8,NCBI_counts,-1,train,flight_YA,13.822485848586666,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031442|harmonized,GSE200335:GSM6031442,GSM6031442,GSE200335,AT8,EPS,1,harmonized,AT8,NCBI_counts,-1,train,flight_YA,14.034376419214595,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031442|wider_gene_mask,GSE200335:GSM6031442,GSM6031442,GSE200335,AT8,EPS,1,wider_gene_mask,AT8,NCBI_counts,-1,train,flight_YA,10.655810600943141,True,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
GSE200335:GSM6031443|harmonized,GSE200335:GSM6031443,GSM6031443,GSE200335,AT10,control,0,harmonized,AT10,NCBI_counts,-1,train,flight_YA,-5.298549526098213,False,uncalibrated score; EPS is neither flight nor radiation; flight probe score is not an exposure measurement
