gene_symbol,exon_length
Gm23276,138
Gm23277,136
Gm23278,143
Gm2328,535
Gm23280,139
Gm23284,119
Gm23286,79
Gm23287,116
Gm23293,104
Gm23294,164
Gm23296,107
Gm23297,127
Gm23298,107
Gm23300,125
Gm23301,65
Gm23302,100
Gm23303,152
Gm23305,79
Gm23308,107
Gm23310,79
Gm23311,134
Gm23312,102
Gm23313,94
Gm23315,109
Gm23316,114
Gm23318,108
Gm23319,131
Gm23320,127
Gm23321,126
Gm23322,167
Gm23323,133
Gm23324,131
Gm23325,129
Gm23326,105
Gm23327,78
Gm23328,132
Gm23329,108
Gm2333,342
Gm23330,164
Gm23331,108
Gm23336,123
Gm23337,118
Gm23338,95
Gm23339,139
Gm23340,123
Gm23341,97
Gm23343,143
Gm23344,68
Gm23345,150
Gm23346,136
Gm23347,82
Gm23349,98
Gm23350,103
Gm23351,125
Gm23352,64
Gm23354,104
Gm23355,107
Gm23356,79
Gm23369,105
Gm23370,130
Gm23376,160
Gm23377,138
Gm23378,107
Gm23379,107
Gm23382,104
Gm23386,144
Gm23389,69
Gm23390,106
Gm23402,107
Gm23404,97
Gm23405,160
Gm23406,122
Gm23407,91
Gm23410,107
Gm23411,62
Gm23412,107
Gm23421,104
Gm23422,107
Gm23423,106
Gm23428,102
Gm23429,149
Gm2343,1042
Gm23431,107
Gm23432,131
Gm23434,100
Gm23435,156
Gm23437,127
Gm23439,132
Gm23440,130
Gm23441,127
Gm23442,134
Gm23443,128
Gm23444,191
Gm23445,107
Gm23446,94
Gm23447,163
Gm23448,104
Gm23449,79
Gm2345,589
Gm23451,122
Gm23452,107
Gm23453,106
Gm23454,133
Gm23455,100
Gm23458,169
Gm23459,131
Gm2346,1284
Gm23460,109
Gm23461,107
Gm23462,104
Gm23463,99
Gm23464,147
Gm23467,159
Gm23470,120
Gm23471,79
Gm23472,191
Gm23475,62
Gm23477,128
Gm23479,122
Gm2348,300
Gm23481,131
Gm23482,122
Gm23483,108
Gm23484,131
Gm23485,155
Gm2349,478
Gm23494,126
Gm23497,130
Gm23498,87
Gm2350,479
Gm23502,145
Gm23503,107
Gm23505,130
Gm23506,107
Gm23507,107
Gm23508,72
Gm23509,160
Gm23510,163
Gm23511,164
Gm23512,107
Gm23513,133
Gm23514,130
Gm23515,107
Gm23516,107
Gm23517,192
Gm23518,153
Gm23520,107
Gm23523,107
Gm23527,130
Gm23528,132
Gm23529,132
Gm23530,137
Gm23532,112
Gm23534,97
Gm23535,106
Gm23538,101
Gm23540,164
Gm23545,104
Gm23546,137
Gm23547,271
Gm23552,74
Gm23554,110
Gm23555,135
Gm23557,138
Gm23560,79
Gm23561,92
Gm23567,107
Gm23568,92
Gm23570,104
Gm23573,107
Gm23575,79
Gm23579,103
Gm23581,63
Gm23582,139
Gm23585,102
Gm23586,123
Gm23592,117
Gm23593,120
Gm23594,134
Gm23595,130
Gm23596,132
Gm23598,144
Gm23601,131
Gm23602,132
Gm23604,137
Gm23605,127
Gm23607,126
Gm23608,128
Gm23609,127
Gm2361,620
Gm23610,107
Gm23613,87
Gm23614,107
Gm23615,65
Gm23618,79
Gm23619,94
Gm23622,107
Gm23623,107
Gm23625,100
Gm23626,133
Gm23627,107
Gm23628,173
Gm23629,107
Gm23639,132
Gm23641,101
Gm23644,77
Gm23645,108
Gm23647,109
Gm23648,107
Gm23649,107
Gm23650,70
Gm23655,105
Gm23656,112
Gm2366,3982
Gm23660,79
Gm23661,87
Gm23664,89
Gm23665,62
Gm23666,116
Gm23669,128
Gm2367,472
Gm23670,119
Gm23674,131
Gm23675,125
Gm23676,105
Gm23677,104
Gm23678,107
Gm23680,164
Gm23682,79
Gm23686,164
Gm23687,79
Gm23688,79
Gm23690,94
Gm23691,107
Gm23692,160
Gm23698,128
Gm23699,135
Gm23703,143
Gm23705,130
Gm23706,82
Gm23707,125
Gm23708,123
Gm23709,130
Gm23711,83
Gm23712,107
Gm23714,105
Gm23716,144
Gm23721,107
Gm23722,130
Gm23723,132
Gm23725,107
Gm23727,164
Gm23730,107
Gm23731,107
Gm23732,107
Gm23733,106
Gm23734,109
Gm23735,134
Gm23736,75
Gm23737,159
Gm23738,171
Gm23741,171
Gm23744,149
Gm23745,125
Gm23746,125
Gm23747,131
Gm23748,131
Gm23749,131
Gm23750,132
Gm23751,136
Gm23754,63
Gm23758,90
Gm23760,116
Gm23767,94
Gm23768,131
Gm23769,121
Gm23774,131
Gm23779,64
Gm23786,121
Gm23787,73
Gm23788,106
Gm2379,5769
Gm23790,107
Gm23792,93
Gm23793,117
Gm23794,104
Gm23795,137
Gm23796,160
Gm23803,132
Gm23805,107
Gm2381,4073
Gm23814,102
Gm23815,107
Gm23816,132
Gm23817,104
Gm23819,109
Gm23822,128
Gm23823,124
Gm23826,119
Gm2383,807
Gm23831,85
Gm23834,129
Gm23835,132
Gm23838,162
Gm23839,109
Gm23845,152
Gm23846,107
Gm23847,110
Gm23848,106
Gm23849,191
Gm23850,169
Gm23851,103
Gm23852,77
Gm23855,135
Gm23856,99
Gm23858,106
Gm23859,64
Gm23860,132
Gm23862,94
Gm23864,107
Gm2387,646
Gm23877,129
Gm23879,126
Gm23887,172
Gm23889,104
Gm2389,189
Gm23891,138
Gm23892,130
Gm23895,160
Gm23896,130
Gm23897,158
Gm2390,897
Gm23901,107
Gm23902,134
Gm23903,131
Gm23904,124
Gm23906,128
Gm23907,189
Gm23908,132
Gm23909,131
Gm23910,132
Gm23911,134
Gm23916,399
Gm23921,107
Gm23922,79
Gm23923,133
Gm23924,108
Gm23925,132
Gm23926,90
Gm23928,145
Gm23932,107
Gm23933,79
Gm23934,107
Gm23939,133
Gm23940,105
Gm23941,107
Gm23942,107
Gm23944,79
Gm23946,197
Gm23947,107
Gm23948,132
Gm23949,127
Gm2395,424
Gm23950,129
Gm23951,132
Gm23952,1234
Gm23953,94
Gm23955,100
Gm23958,105
Gm2396,6724
Gm23960,131
Gm23965,142
Gm23966,107
Gm23969,74
Gm23970,107
Gm23971,191
Gm23972,165
Gm23974,131
Gm23975,106
Gm23977,74
Gm23979,128
Gm2398,883
Gm23980,158
Gm23981,106
Gm23984,203
Gm23985,124
Gm23986,63
Gm23987,129
Gm2399,225
Gm23991,93
Gm23993,144
Gm23994,88
Gm23995,129
Gm23996,131
Gm24000,89
Gm24002,104
Gm24003,100
Gm24004,178
Gm24006,132
Gm24008,138
Gm24013,99
Gm24016,68
Gm24018,107
Gm24019,107
Gm24021,79
Gm24027,79
Gm24029,143
Gm24030,164
Gm24031,131
Gm24032,159
Gm24035,107
Gm24036,156
Gm24037,180
Gm24038,159
Gm24039,132
Gm2404,844
Gm24040,79
Gm24041,156
Gm24042,103
Gm24043,116
Gm24044,156
Gm24045,98
Gm24046,165
Gm24056,146
Gm24061,120
Gm24064,106
Gm24066,131
Gm24067,85
Gm24068,132
Gm24069,127
Gm24070,130
Gm24071,132
Gm24072,74
Gm24075,72
Gm24077,136
Gm24079,132
Gm24086,98
Gm24088,79
Gm24091,83
Gm24095,133
Gm24097,107
Gm24099,107
Gm24100,79
Gm24105,293
Gm24116,107
Gm24117,133
Gm24118,126
Gm24119,246
Gm2412,426
Gm24120,129
Gm24121,106
Gm24122,132
Gm24123,83
Gm24124,132
Gm24125,137
Gm24126,106
Gm24127,130
Gm24128,99
Gm24129,97
Gm24130,151
Gm24131,107
Gm24134,71
Gm24136,165
Gm24137,79
Gm24138,114
Gm24141,115
Gm24142,107
Gm24143,145
Gm24144,111
Gm24145,163
Gm24147,144
Gm24149,107
Gm2415,4064
Gm24150,104
Gm24151,141
Gm24152,163
Gm24153,94
Gm24154,130
Gm24160,126
Gm24161,130
Gm24162,102
Gm24163,132
Gm24164,104
Gm24165,128
Gm24166,135
Gm24168,107
Gm24170,133
Gm24171,131
Gm24172,117
Gm24173,128
Gm24175,129
Gm24176,121
Gm24177,131
Gm24178,96
Gm24179,127
Gm24182,107
Gm24183,93
Gm24185,105
Gm24192,145
Gm24195,137
Gm24198,108
Gm24199,136
Gm2420,2249
Gm24200,157
Gm24201,125
Gm24202,103
Gm24203,114
Gm24204,107
Gm24205,107
Gm24206,79
Gm24207,108
Gm24208,135
Gm24210,133
Gm24211,107
Gm24212,132
Gm24216,117
Gm24218,105
Gm24219,79
Gm24220,79
Gm24221,313
Gm24223,90
Gm24224,1424
Gm24228,129
Gm24229,118
Gm2423,733
Gm24230,129
Gm24231,133
Gm24232,132
Gm24233,122
Gm24234,107
Gm24235,129
Gm24236,134
Gm2424,1103
Gm24240,135
Gm24241,145
Gm24242,107
Gm24244,130
Gm24246,132
Gm24249,64
Gm24251,114
Gm24252,132
Gm24253,76
Gm24254,104
Gm24255,128
Gm24256,84
Gm24257,131
Gm24258,133
Gm24259,107
Gm24260,107
Gm24261,104
Gm24262,144
Gm24263,107
Gm24264,94
Gm24265,141
Gm24267,107
Gm24268,110
Gm2427,881
Gm24274,124
Gm24278,127
Gm24279,131
Gm24280,134
Gm24281,136
Gm24283,107
Gm24285,100
Gm24286,128
Gm24288,144
Gm24289,135
Gm2429,586
Gm24291,162
Gm24292,107
Gm24295,131
Gm24296,106
Gm24298,60
Gm24299,71
Gm24304,107
Gm24305,164
Gm24306,79
Gm2431,519
Gm24310,79
Gm24311,104
Gm24312,119
Gm24313,133
Gm24314,123
Gm24316,107
Gm24317,107
Gm24318,131
Gm24319,107
Gm24326,125
Gm24334,128
Gm24335,132
Gm24336,146
Gm24337,126
Gm24338,127
Gm24339,76
Gm24340,97
Gm24341,125
Gm24343,111
Gm24345,124
Gm24347,142
Gm24348,130
Gm24349,101
Gm24350,132
Gm24352,125
Gm24355,122
Gm24356,106
Gm24357,74
Gm2436,850
Gm24362,416
Gm24373,132
Gm24374,106
Gm24375,132
Gm24376,127
Gm24377,131
Gm24378,106
Gm24379,86
Gm24381,104
Gm24382,107
Gm24384,75
Gm24388,107
Gm24389,107
Gm24390,62
Gm24392,103
Gm24393,97
Gm24394,123
Gm24395,125
Gm24398,109
Gm24399,74
Gm24400,107
Gm24401,91
Gm24403,130
Gm24405,167
Gm24407,141
Gm24409,152
Gm24410,107
Gm24411,131
Gm24412,109
Gm24414,107
Gm24415,107
Gm24416,114
Gm24417,79
Gm24418,79
Gm24422,119
Gm24423,106
Gm24424,107
Gm24429,132
Gm24430,104
Gm24432,126
Gm24433,133
Gm24434,132
Gm24435,110
Gm24437,104
Gm24440,63
Gm24443,132
Gm24445,107
Gm24446,156
Gm24448,107
Gm24449,106
Gm2445,989
Gm24451,133
Gm24452,72
Gm24453,76
Gm24454,132
Gm24455,131
Gm24456,107
Gm24457,105
Gm24458,107
Gm24459,86
Gm2446,847
Gm24460,106
Gm24461,103
Gm24463,72
Gm24464,107
Gm24465,107
Gm24467,126
Gm24468,104
Gm24469,131
Gm2447,2690
Gm24470,132
Gm24471,131
Gm24472,132
Gm24473,131
Gm24474,7767
Gm24475,143
Gm2448,559
Gm24481,102
Gm24486,107
Gm24487,63
Gm2449,1757
Gm24490,98
Gm24491,107
Gm24492,107
Gm24493,143
Gm24494,81
Gm24495,79
Gm24497,191
Gm24499,104
Gm24502,105
Gm24503,135
Gm24504,100
Gm24505,126
Gm24507,134
Gm24508,107
Gm2451,999
Gm24512,65
Gm24514,285
Gm24517,107
Gm24518,94
Gm24519,132
Gm24521,107
Gm24522,108
Gm24523,132
Gm24524,170
Gm24525,151
Gm24526,158
Gm24527,107
Gm24528,79
Gm2453,1286
Gm24533,196
Gm24535,107
Gm24536,107
Gm24537,102
Gm24538,107
Gm24539,133
Gm24540,107
Gm24546,102
Gm24547,149
Gm24548,108
Gm24549,139
Gm24552,103
Gm24553,131
Gm24554,73
Gm24555,124
Gm24556,130
Gm24564,75
Gm24565,107
Gm24566,79
Gm24568,92
Gm24569,104
Gm24570,79
Gm24574,74
Gm24576,248
Gm24577,63
Gm24578,129
Gm24579,144
Gm24580,131
Gm24581,133
Gm24582,103
Gm24584,107
Gm24585,79
Gm24592,106
Gm24593,106
Gm24595,110
Gm24596,107
Gm24598,74
Gm24599,50
Gm24607,133
Gm24608,136
Gm24609,94
Gm24610,109
Gm24611,107
Gm24612,107
Gm24613,130
Gm24614,107
Gm24615,113
Gm24616,139
Gm24618,94
Gm24620,130
Gm24621,140
Gm24622,162
Gm24623,194
Gm24624,164
Gm24625,130
Gm24626,161
Gm24629,89
Gm24630,106
Gm24631,81
Gm24635,128
Gm24637,85
Gm24638,132
Gm24639,79
Gm2464,1337
Gm24641,107
Gm24644,139
Gm24646,99
Gm24648,132
Gm24651,107
Gm24652,79
Gm24653,79
Gm24654,79
Gm24655,107
Gm24656,132
Gm24657,79
Gm24661,104
Gm24665,129
Gm24666,167
Gm24667,103
Gm24668,104
Gm24669,97
Gm2467,1010
Gm24670,132
Gm24671,158
Gm24674,104
Gm24676,75
Gm24677,150
Gm24678,104
Gm24679,111
Gm24680,126
Gm24681,107
Gm24686,93
Gm24687,241
Gm24691,140
Gm24693,107
Gm24695,83
Gm24696,134
Gm24697,107
Gm24698,130
Gm24701,105
Gm24702,79
Gm24704,107
Gm24706,137
Gm24707,107
Gm24708,103
Gm24709,132
Gm24711,94
Gm24712,74
Gm24713,107
Gm24716,104
Gm24717,124
Gm24718,136
Gm24719,110
Gm24722,107
Gm24723,132
Gm24725,125
Gm24726,121
Gm24727,144
Gm24728,125
Gm24729,137
Gm24730,117
Gm24731,131
Gm24732,63
Gm24735,118
Gm24737,100
Gm2474,559
Gm24745,85
Gm24750,104
Gm24751,102
Gm24753,107
Gm24754,107
Gm24759,79
Gm24760,94
Gm24762,104
Gm24763,190
Gm24764,199
Gm24765,103
Gm2477,554
Gm24770,92
Gm24771,137
Gm24774,134
Gm24775,99
Gm24780,143
Gm24781,117
Gm24782,132
Gm24784,62
Gm24787,123
Gm24788,156
Gm24789,131
Gm2479,1146
Gm24790,132
Gm24791,131
Gm24792,128
Gm24793,132
Gm24794,140
Gm24796,107
Gm24797,107
Gm24798,106
Gm24799,79
Gm24803,107
Gm24805,104
Gm24809,271
Gm24812,284
Gm24817,105
Gm24826,216
Gm24829,92
Gm24830,166
Gm24831,126
Gm24833,120
Gm24836,108
Gm24837,81
Gm24838,130
Gm24839,107
Gm24840,147
Gm24843,76
Gm24844,127
Gm24846,108
Gm24848,107
Gm24850,119
Gm24851,103
Gm24853,121
Gm24856,107
Gm24859,107
Gm24861,107
Gm24862,79
Gm24863,107
Gm24866,79
Gm24867,107
Gm24868,136
Gm24869,128
Gm24870,107
Gm24871,116
Gm24872,79
Gm24873,107
Gm24875,104
Gm24878,104
Gm24879,143
Gm24884,119
Gm24885,270
Gm24886,123
Gm24887,108
Gm24888,130
Gm24889,132
Gm24890,102
Gm24891,136
Gm24892,104
Gm24895,74
Gm24896,135
Gm24897,107
Gm24901,110
Gm24902,123
Gm24903,126
Gm24905,104
Gm24907,128
Gm24908,127
Gm24911,136
Gm24912,117
Gm24916,79
Gm24917,104
Gm24918,130
Gm24919,106
Gm2492,1394
Gm24920,85
Gm24921,107
Gm24922,102
Gm24924,164
Gm24925,107
Gm24926,79
Gm24927,107
Gm24928,107
Gm24929,139
Gm24940,108
Gm24942,114
Gm24943,433
Gm24947,110
Gm24948,207
Gm24949,215
Gm2495,466
Gm24950,191
Gm24952,79
Gm24957,132
Gm24958,97
Gm24963,144
Gm24965,106
Gm24966,79
Gm24967,107
Gm24968,107
Gm24969,79
Gm2497,601
Gm24977,163
Gm24978,107
Gm24981,132
Gm24982,132
Gm24983,69
Gm24984,133
Gm24985,129
Gm24986,132
Gm24987,134
Gm24988,121
Gm24989,88
Gm24992,130
Gm24994,121
Gm24998,89
Gm25004,161
Gm25005,156
Gm25006,107
Gm25007,133
Gm25008,81
Gm25009,102
Gm25010,65
Gm25013,128
Gm25014,103
Gm25015,128
Gm25016,131
Gm25017,79
Gm25018,119
Gm25020,107
Gm25021,107
Gm25023,107
Gm25024,104
Gm25038,130
Gm25039,107
Gm25043,212
Gm25045,99
Gm25047,104
Gm25049,73
Gm2505,825
Gm25052,158
Gm25053,133
Gm25054,97
Gm25056,62
Gm25058,128
Gm25059,117
Gm25061,107
Gm25064,107
Gm25065,132
Gm25066,123
Gm25072,235
Gm25074,94
Gm25076,132
Gm25077,79
Gm25078,107
Gm25079,203
Gm25080,107
Gm25081,108
Gm25085,79
Gm25087,78
Gm25088,79
Gm25089,79
Gm25090,132
Gm25091,71
Gm25092,129
Gm25093,132
Gm25094,131
Gm25095,131
Gm25096,129
Gm25097,145
Gm25098,79
Gm25099,116
Gm25101,107
Gm25102,112
Gm25104,163
Gm25106,134
Gm25107,129
Gm25112,104
Gm25113,143
Gm25115,140
Gm25116,122
Gm25117,144
Gm25119,88
Gm25120,79
Gm25121,79
Gm25124,164
Gm25125,136
Gm25126,102
Gm25127,107
Gm25128,76
Gm25129,133
Gm25130,156
Gm25131,151
Gm25132,107
Gm25133,130
Gm25134,160
Gm25135,143
Gm25136,115
Gm25137,110
Gm25138,136
Gm25139,210
Gm25140,140
Gm25141,107
Gm25142,107
Gm25143,109
Gm25146,79
Gm25147,105
Gm25148,123
Gm25150,60
Gm25151,91
Gm25152,114
Gm25155,94
Gm25156,79
Gm25157,94
Gm2516,954
Gm25160,102
Gm25161,132
Gm25162,159
Gm25163,104
Gm25166,111
Gm25167,120
Gm25168,132
Gm25169,129
Gm2517,348
Gm25170,129
Gm25173,107
Gm25175,79
Gm25176,125
Gm25177,117
Gm25179,128
Gm2518,295
Gm25183,106
Gm25184,163
Gm25185,96
Gm25186,108
Gm25187,133
Gm25188,122
Gm25189,164
Gm25194,79
Gm25199,104
Gm25200,130
Gm25201,170
Gm25202,191
Gm25203,216
Gm25204,106
Gm25205,103
Gm25207,107
Gm25209,79
Gm25210,94
Gm25211,107
Gm25212,119
Gm25214,129
Gm25215,121
Gm25216,126
Gm25217,101
Gm2522,322
Gm25221,79
Gm25222,126
Gm25224,68
Gm25226,123
Gm25227,112
Gm25229,79
Gm25230,79
Gm25232,132
Gm25235,107
Gm25244,132
Gm25245,107
Gm25253,107
Gm25256,107
Gm25257,110
Gm25258,107
Gm25259,193
Gm25260,134
Gm25261,134
Gm25264,117
Gm25267,63
Gm25268,103
Gm25269,104
Gm25270,138
Gm25272,128
Gm25274,135
Gm25275,129
Gm25276,124
Gm25278,120
Gm25279,133
Gm25280,101
Gm25283,77
Gm25284,141
Gm25289,119
Gm25290,144
Gm25291,144
Gm25294,104
Gm25296,67
Gm25308,158
Gm25309,126
Gm25311,132
Gm25312,107
Gm25313,116
Gm25314,79
Gm25321,102
Gm25322,104
Gm25323,103
Gm25326,107
Gm25327,107
Gm25328,107
Gm25332,105
Gm25335,103
Gm25336,105
Gm25337,104
Gm25338,120
Gm2534,430
Gm25342,122
Gm25344,132
Gm25345,133
Gm25346,128
Gm25350,94
Gm25354,105
Gm25357,72
Gm25360,191
Gm25362,105
Gm25364,107
Gm25369,132
Gm25370,94
Gm25373,115
Gm25375,135
Gm25376,133
Gm25377,129
Gm25378,129
Gm25379,114
Gm25380,107
Gm25383,144
Gm25384,105
Gm25387,132
Gm25388,151
Gm2539,746
Gm25390,103
Gm25391,134
Gm25394,133
Gm25395,272
Gm25396,133
Gm25401,106
Gm25402,131
Gm25404,107
Gm25405,107
Gm25406,105
Gm25407,134
Gm25408,133
Gm25409,131
Gm2541,711
Gm25410,137
Gm25411,151
Gm25412,107
Gm25414,107
Gm25415,132
Gm25416,107
Gm25417,131
Gm25418,129
Gm25419,191
Gm25420,127
Gm25421,164
Gm25422,129
Gm25424,58
Gm25425,96
Gm25429,132
Gm25431,107
Gm25432,728
Gm25434,167
Gm25436,145
Gm25437,132
Gm25438,110
Gm25439,131
Gm2544,756
Gm25443,76
Gm25448,107
Gm25449,79
Gm25450,107
Gm25452,79
Gm25453,107
Gm25456,109
Gm25457,107
Gm25459,114
Gm2546,991
Gm25460,127
Gm25461,79
Gm25462,79
Gm25463,79
Gm25464,107
Gm25466,132
Gm25471,94
Gm25473,107
Gm25474,94
Gm25475,180
Gm25480,133
Gm25481,158
Gm25482,107
Gm25483,227
Gm25484,107
Gm25485,132
Gm25486,63
Gm25487,125
Gm25489,141
Gm25490,130
Gm25492,129
Gm25494,100
Gm25495,131
Gm25496,120
Gm25497,132
Gm25498,129
Gm25499,69
Gm25501,132
Gm25502,131
Gm25506,70
Gm25512,107
Gm25513,162
Gm25514,135
Gm25515,157
Gm25516,107
Gm25517,134
Gm25518,107
Gm25519,127
Gm25520,118
Gm25521,108
Gm25522,105
Gm25523,79
Gm25524,107
Gm25525,107
Gm25526,132
Gm25528,132
Gm2553,605
Gm25538,107
Gm25539,122
Gm25541,126
Gm25542,94
Gm25546,132
Gm25547,107
Gm25549,94
Gm25550,128
Gm25552,91
Gm25558,106
Gm25560,176
Gm25561,125
Gm25562,133
Gm25563,74
Gm25564,132
Gm25565,105
Gm25569,131
Gm25572,172
Gm25574,249
Gm25577,107
Gm25578,104
Gm25579,106
Gm25581,164
Gm25582,110
Gm25583,107
Gm25585,79
Gm25587,166
Gm25588,140
Gm25589,166
Gm2559,363
Gm25592,131
Gm25596,107
Gm25597,94
Gm25598,107
Gm25599,103
Gm25600,106
Gm25602,62
Gm25604,133
Gm25607,127
Gm25608,132
Gm25609,104
Gm25610,129
Gm25611,133
Gm25612,126
Gm25613,129
Gm25614,133
Gm25615,94
Gm25617,133
Gm25618,107
Gm25619,104
Gm25622,104
Gm25623,108
Gm25624,275
Gm25626,107
Gm25627,153
Gm25628,105
Gm25629,107
Gm25630,162
Gm25631,130
Gm25632,85
Gm25633,107
Gm25634,105
Gm25635,131
Gm25636,133
Gm25637,107
Gm25644,107
Gm25646,79
Gm25647,78
Gm25648,79
Gm25650,162
Gm25651,119
Gm25652,103
Gm25653,138
Gm25656,66
Gm25657,95
Gm25658,128
Gm2566,431
Gm25661,296
Gm25663,135
Gm25665,110
Gm25668,129
Gm25670,107
Gm25672,107
Gm25679,164
Gm2568,1166
Gm25681,106
Gm25682,164
Gm25683,131
Gm25684,107
Gm25687,241
Gm25694,282
Gm25696,105
Gm25697,98
Gm25698,107
Gm25699,167
Gm25702,63
Gm25703,151
Gm25704,168
Gm25705,104
Gm25709,107
Gm25710,79
Gm25711,128
Gm25715,125
Gm25716,104
Gm25718,118
Gm25721,171
Gm25723,126
Gm25724,117
Gm25725,130
Gm25726,129
Gm25727,131
Gm25728,159
Gm2573,318
Gm25730,165
Gm25735,215
Gm25737,107
Gm25739,107
Gm2574,1002
Gm25740,107
Gm25741,79
Gm25742,79
Gm25744,63
Gm25755,107
Gm25756,136
Gm25757,123
Gm25758,129
Gm25759,129
Gm25760,132
Gm25761,128
Gm25762,132
Gm25763,129
Gm25764,134
Gm25765,132
Gm25766,131
Gm25767,124
Gm25768,98
Gm25769,127
Gm25770,115
Gm25771,144
Gm25776,143
Gm25777,126
Gm25781,84
Gm25783,190
Gm25784,81
Gm25785,125
Gm25788,131
Gm25789,76
Gm25790,107
Gm25791,137
Gm25792,100
Gm25793,107
Gm25794,107
Gm25795,132
Gm25796,163
Gm25797,107
Gm25798,107
Gm25799,107
Gm25800,134
Gm25801,106
Gm25802,77
Gm25803,131
Gm25804,188
Gm25805,108
Gm25806,122
Gm2581,171
Gm25810,108
Gm25811,101
Gm25812,103
Gm25813,191
Gm25814,107
Gm25815,107
Gm25816,94
Gm25818,164
Gm25819,84
Gm2582,867
Gm25820,128
Gm25821,133
Gm25823,78
Gm25824,121
Gm25826,137
Gm25827,107
Gm25828,95
Gm25829,107
Gm25830,132
Gm25831,163
Gm25832,130
Gm25833,133
Gm25834,101
Gm25835,144
Gm25836,123
Gm25840,79
Gm25846,135
Gm25848,144
Gm25851,107
Gm25852,130
Gm25853,132
Gm25854,72
Gm25855,72
Gm25856,75
Gm25857,129
Gm25860,126
Gm25861,109
Gm25862,129
Gm25863,329
Gm25866,112
Gm25867,103
Gm25868,114
Gm25869,107
Gm25870,79
Gm25873,107
Gm25874,79
Gm25875,107
Gm25877,129
Gm25878,93
Gm25879,107
Gm25880,132
Gm25881,103
Gm25884,62
Gm25886,114
Gm25887,84
Gm25890,165
Gm25891,132
Gm25894,75
Gm25895,100
Gm25896,136
Gm25897,107
Gm25898,106
Gm25899,141
Gm25901,130
Gm25903,103
Gm25904,143
Gm25906,126
Gm25909,121
Gm25910,140
Gm25913,135
Gm25915,126
Gm25916,131
Gm25917,130
Gm25918,103
Gm25919,132
Gm25921,137
Gm25922,130
Gm25924,103
Gm25926,160
Gm25929,107
Gm25930,107
Gm25934,79
Gm25935,107
Gm25936,114
Gm25937,107
Gm25938,166
Gm25939,191
Gm2594,742
Gm25944,94
Gm25964,97
Gm25965,93
Gm25967,147
Gm25968,100
Gm25970,86
Gm25973,127
Gm25975,125
Gm25976,130
Gm25977,85
Gm25979,138
Gm25982,101
Gm25984,79
Gm25985,107
Gm25986,68
Gm25987,107
Gm25988,79
Gm25989,133
Gm25995,142
Gm25999,133
Gm26000,107
Gm26002,107
Gm26003,113
Gm26005,134
Gm26006,81
Gm26007,120
Gm26008,99
Gm26011,104
Gm26012,128
Gm26013,119
Gm26014,132
Gm26015,125
Gm26016,129
Gm26017,74
Gm26018,128
Gm26019,119
Gm2602,571
Gm26020,183
Gm26021,131
Gm26022,108
Gm26029,132
Gm26032,94
Gm26036,144
Gm26038,106
Gm26040,161
Gm26044,126
Gm26046,166
Gm26047,115
Gm26048,142
Gm26049,108
Gm26054,107
Gm26055,107
Gm26056,104
Gm26057,165
Gm26058,107
Gm26059,79
Gm2606,1002
Gm26061,108
Gm26062,107
Gm26063,107
Gm26064,109
Gm26065,105
Gm26066,109
Gm2607,627
Gm26070,137
Gm26071,107
Gm26072,107
Gm26074,129
Gm26075,121
Gm26076,105
Gm26077,123
Gm26078,128
Gm26079,133
Gm26080,131
Gm26081,132
Gm26082,127
Gm26084,104
Gm26085,116
Gm26087,62
Gm26088,131
Gm26091,82
Gm26096,79
Gm26097,93
Gm26099,109
Gm26100,127
Gm26101,105
Gm26104,108
Gm26105,190
Gm26107,107
Gm26108,191
Gm26109,70
Gm2611,605
Gm26110,165
Gm26111,106
Gm26121,162
Gm26122,82
Gm26123,135
Gm26124,108
Gm26125,107
Gm26126,164
Gm26127,107
Gm26128,110
Gm26129,107
Gm26130,138
Gm26131,110
Gm26132,148
Gm26133,100
Gm26135,72
Gm26138,107
Gm26139,107
Gm2614,403
Gm26143,108
Gm26144,132
Gm26145,127
Gm26146,185
Gm26147,114
Gm26148,68
Gm26150,151
Gm26153,127
Gm26159,104
Gm26160,63
Gm26162,132
Gm26163,178
Gm26164,104
Gm26165,138
Gm26166,107
Gm26168,112
Gm26169,135
Gm2617,292
Gm26172,134
Gm26174,219
Gm26175,131
Gm26176,105
Gm26177,107
Gm26178,107
Gm26179,132
Gm26180,107
Gm26181,106
Gm26182,116
Gm26183,139
Gm26184,131
Gm26187,101
Gm26188,94
Gm26189,107
Gm2619,3514
Gm26200,79
Gm26201,94
Gm26202,65
Gm26203,114
Gm26204,107
Gm26205,134
Gm26206,110
Gm26207,104
Gm26208,124
Gm26211,129
Gm26214,107
Gm2622,471
Gm26224,80
Gm26225,135
Gm26226,116
Gm26227,101
Gm26228,107
Gm2623,286
Gm26230,79
Gm26236,137
Gm26239,107
Gm26240,105
Gm26243,107
Gm26244,164
Gm26245,107
Gm26246,94
Gm26247,91
Gm26249,118
Gm26251,122
Gm26253,103
Gm26254,118
Gm26255,103
Gm26256,186
Gm26257,107
Gm26262,127
Gm26263,164
Gm26264,159
Gm26265,135
Gm26270,94
Gm26271,104
Gm26272,132
Gm26273,131
Gm26276,109
Gm26277,152
Gm26278,132
Gm26279,102
Gm2628,426
Gm26283,79
Gm26284,79
Gm26285,107
Gm26286,134
Gm26287,81
Gm26288,132
Gm26289,131
