Gene name	Human gene name
Phf2	PHF2
Pkd2l2	PKD2L2
Ift25	IFT25
Ypel1	YPEL1
Vsig10l	VSIG10L
Nrn1	NRN1
Sox5	SOX5
Iglon5	IGLON5
Pgbd1	PGBD1
Pnliprp1	PNLIPRP1
Ftsj1	FTSJ1
Klk14	KLK14
Azi2	AZI2
4930563E22Rik	C17orf100
Etv5	ETV5
Mtr	MTR
Syt7	SYT7
Kcnc4	KCNC4
Klk9	KLK9
Faap100	FAAP100
Osbpl1a	OSBPL1A
Ulk1	ULK1
Mtss1	MTSS1
Srsf11	SRSF11
Ddx21	DDX21
Mrpl22	MRPL22
Mier1	MIER1
Mylk	MYLK
Rps15	RPS15
Gm38999	C19orf84
Smg8	SMG8
Fmr1	FMR1
Gpihbp1	GPIHBP1
1810055G02Rik	C11orf24
Aars1	AARS1
Zfp61	ZNF226
Spatc1	SPATC1
Tescl	TESC
Crtap	CRTAP
Gm50092	SRRM5
Ccdc43	CCDC43
Efcab6	EFCAB6
Sh3bgr	SH3BGR
Pigq	PIGQ
Aagab	AAGAB
Mgat5b	MGAT5B
Carmil1	CARMIL1
H2aj	H2AJ
Arhgap39	ARHGAP39
Shq1	SHQ1
Dynll1	DYNLL1
Ccng1	CCNG1
Rtn4r	RTN4R
Rsl1d1	RSL1D1
Stmn1	STMN1
Gpr12	GPR12
Bbip1	BBIP1
Iscu	ISCU
Trmt11	TRMT11
Fkbp14	FKBP14
Tlcd3a	TLCD3A
Zfp266	ZNF266
Bbs12	BBS12
Atf4	ATF4
Tmem145	TMEM145
Cd86	CD86
Rwdd3	RWDD3
Gucy2c	GUCY2C
C1qtnf6	C1QTNF6
Cdr2	CDR2
Tmem50b	TMEM50B
1700012B09Rik	C11orf97
Dlgap3	DLGAP3
Atl3	ATL3
Fancl	FANCL
Bmp3	BMP3
Mmrn1	MMRN1
Ern2	ERN2
Dcps	DCPS
Chic2	CHIC2
Ubr5	UBR5
Tbce	TBCE
Cntnap2	CNTNAP2
Acad9	ACAD9
Kpna1	KPNA1
Six5	SIX5
Aldh18a1	ALDH18A1
Rwdd2a	RWDD2A
Coprs	COPRS
Ndn	NDN
Pan3	PAN3
Nkx6-2	NKX6-2
Fzd4	FZD4
Ntmt2	NTMT2
Ptpro	PTPRO
Lrrc3	LRRC3
Kiss1r	KISS1R
Agpat5	AGPAT5
Cadm1	CADM1
Arhgap33	ARHGAP33
Sgcd	SGCD
Ccnd3	CCND3
Hmg20b	HMG20B
Stx6	STX6
Txnip	TXNIP
Sncaip	SNCAIP
Pcnx2	PCNX2
Fbxo45	FBXO45
Zfp2	ZFP2
Ehhadh	EHHADH
Elavl2	ELAVL2
Tmprss2	TMPRSS2
Mgarp	MGARP
Endod1	ENDOD1
Plaat1	PLAAT1
Hephl1	HEPHL1
Uqcc4	UQCC4
Prelid1	PRELID1
Btnl2	BTNL2
Clcc1	CLCC1
Exph5	EXPH5
Ly6g5b	LY6G5B
Prss50	PRSS50
Clic1	CLIC1
Cadm4	CADM4
Rrn3	RRN3
Catsper3	CATSPER3
Rasgef1b	RASGEF1B
Ccdc91	CCDC91
Ramp1	RAMP1
Scaper	SCAPER
Eid2b	EID2B
Spmip10	SPMIP10
St8sia2	ST8SIA2
Rexo1	REXO1
Tmem238	TMEM238
Erbb4	ERBB4
Nrip3	NRIP3
Hk3	HK3
Elac1	ELAC1
Ccdc102a	CCDC102A
Tead3	TEAD3
Rasgef1c	RASGEF1C
Cemip	CEMIP
Gfra3	GFRA3
Rbm22	RBM22
Htr7	HTR7
Zfhx3	ZFHX3
Rbm10	RBM10
Aamp	AAMP
Galm	GALM
Ciart	CIART
Gna14	GNA14
Ubn1	UBN1
Hmgb2	HMGB2
Grk2	GRK2
Bambi	BAMBI
Ankrd12	ANKRD12
Lmnb1	LMNB1
Zfp189	ZNF189
Nfkb1	NFKB1
Atp11a	ATP11A
Itpripl2	ITPRIPL2
Lrrc42	LRRC42
Slc28a1	SLC28A1
B4galnt2	B4GALNT2
Slc14a2	SLC14A2
Sec14l4	SEC14L4
Pgpep1l	PGPEP1L
Nuak1	NUAK1
Uevld	UEVLD
Sema6b	SEMA6B
Adarb1	ADARB1
Klf1	KLF1
Pdgfrb	PDGFRB
Ciao2b	CIAO2B
Msl1	MSL1
Cacybp	CACYBP
Grin2a	GRIN2A
Sdhb	SDHB
Homer3	HOMER3
Pccb	PCCB
Pglyrp1	PGLYRP1
Tlnrd1	TLNRD1
Dppa2	DPPA2
Kcnc3	KCNC3
Gabarap	GABARAP
Wdr46	WDR46
Colgalt2	COLGALT2
Lxn	LXN
Atp13a5	ATP13A5
Tmed7	TMED7
Mcur1	MCUR1
Prr12	PRR12
Entpd7	ENTPD7
Myoz2	MYOZ2
Pcdhga9	PCDHGA9
Iqcm	IQCM
S100pbp	S100PBP
Abraxas2	ABRAXAS2
Stk36	STK36
Gfra1	GFRA1
Polr2d	POLR2D
Tmem170	TMEM170A
Slc14a1	SLC14A1
Prkar2b	PRKAR2B
Gsr	GSR
Crybb1	CRYBB1
Tspo2	TSPO2
Brd10	BRD10
Asap1	ASAP1
Pde4d	PDE4D
Tm2d1	TM2D1
Samd13	SAMD13
Gpr156	GPR156
2510009E07Rik	C3orf70
Rmc1	RMC1
Negr1	NEGR1
Rpp30	RPP30
Fbxl13	FBXL13
Akap7	AKAP7
Robo4	ROBO4
Sdf2l1	SDF2L1
Naxe	NAXE
Timmdc1	TIMMDC1
Lin7b	LIN7B
Boll	BOLL
Slc26a7	SLC26A7
Pdzrn3	PDZRN3
Eif4ebp2	EIF4EBP2
Icosl	ICOSLG
Pigh	PIGH
Rcan3	RCAN3
Kif22	KIF22
Tfe3	TFE3
Lbx1	LBX1
Serpind1	SERPIND1
Serpine1	SERPINE1
Tm4sf1	TM4SF1
Dok1	DOK1
Ptrhd1	PTRHD1
Plcb3	PLCB3
Zbtb42	ZBTB42
Reep3	REEP3
Svbp	SVBP
F11	F11
Nfkbia	NFKBIA
Smim30	SMIM30
Nlrc3	NLRC3
Vwa3b	VWA3B
Ap4m1	AP4M1
Bsdc1	BSDC1
Gng12	GNG12
Abca4	ABCA4
Rps28	RPS28
Flvcr2	FLVCR2
Ubqln3	UBQLN3
Wdr88	WDR88
Fbxo30	FBXO30
Erfl	ERFL
Btg3	BTG3
Col4a1	COL4A1
Zbtb25	ZBTB25
Themis	THEMIS
Scamp1	SCAMP1
Wdr53	WDR53
Clnk	CLNK
Inpp5d	INPP5D
Fer	FER
Klhl22	KLHL22
S100a13	S100A13
Gpr22	GPR22
Amn1	AMN1
Cdk17	CDK17
Yy1	YY1
Eri3	ERI3
Myl2	MYL2
Cryz	CRYZ
Ets2	ETS2
Mapk4	MAPK4
Fxyd4	FXYD4
Coa8	COA8
Wrnip1	WRNIP1
Tpcn2	TPCN2
Jcad	JCAD
Cryzl1	CRYZL1
2700062C07Rik	RMP24
Grik4	GRIK4
Cipc	CIPC
Nol7	NOL7
Hdac11	HDAC11
Ppic	PPIC
Dctn2	DCTN2
Tnmd	TNMD
Ppp1r36	PPP1R36
Apcdd1	APCDD1
Fam114a1	FAM114A1
Med12	MED12
Alpk2	ALPK2
Aldh5a1	ALDH5A1
Cdh3	CDH3
Vcpkmt	VCPKMT
Ostf1	OSTF1
Atp6v0a1	ATP6V0A1
Lrriq4	LRRIQ4
Minar2	MINAR2
Phc1	PHC1
Aida	AIDA
Slc25a24	SLC25A24
Gpr137b	GPR137B
Cyp1a1	CYP1A1
Pxmp2	PXMP2
Pcdhga2	PCDHGA2
Dtx4	DTX4
Tshz1	TSHZ1
Nwd1	NWD1
Zkscan16	ZNF483
Pphln1	PPHLN1
Pdgfc	PDGFC
Mbd1	MBD1
As3mt	AS3MT
Mdh2	MDH2
Cfi	CFI
Ddx10	DDX10
Hsp90ab1	HSP90AB1
Asap3	ASAP3
Casp6	CASP6
Izumo1	IZUMO1
Cdyl	CDYL
Ap4s1	AP4S1
Gipc3	GIPC3
Hint3	HINT3
Flrt1	FLRT1
Sars1	SARS1
Pttg1ip2	PTTG1IP2
Lrrc32	LRRC32
Tmc1	TMC1
Fhl3	FHL3
Relb	RELB
Iqcg	DRC9
Ube2n	UBE2N
Crybb3	CRYBB3
Rnf44	RNF44
Foxa1	FOXA1
Slf2	SLF2
Slc2a5	SLC2A5
Avpr1a	AVPR1A
Tmprss5	TMPRSS5
Il10rb	IL10RB
Tbc1d8	TBC1D8
Spire2	SPIRE2
Polr3b	POLR3B
Gpr63	GPR63
Rps9	RPS9
Perm1	PERM1
Paqr3	PAQR3
Msmp	MSMP
Lrp12	LRP12
Eqtn	EQTN
4930453N24Rik	C3orf38
Mrap	MRAP
Atl1	ATL1
Nrxn2	NRXN2
Ucp3	UCP3
Pola1	POLA1
C1qtnf7	C1QTNF7
Lsm3	LSM3
Usp45	USP45
Coro7	CORO7
Orai1	ORAI1
Zfp740	ZNF740
Lrguk	LRGUK
Tnrc18	TNRC18
Bbs2	BBS2
Lum	LUM
Cib2	CIB2
Acp6	ACP6
Bcl2l14	BCL2L14
Necab1	NECAB1
Enpp4	ENPP4
Timm9	TIMM9
Cdkn1b	CDKN1B
Cyp2e1	CYP2E1
Glb1l2	GLB1L2
Nap1l1	NAP1L1
Pex26	PEX26
Mmut	MMUT
Ppcs	PPCS
Sipa1	SIPA1
Tango6	TANGO6
Resf1	RESF1
Kif4	KIF4A
Ttyh3	TTYH3
Ccnt1	CCNT1
Moap1	MOAP1
Selenot	SELENOT
Taf1b	TAF1B
Mynn	MYNN
Rmi1	RMI1
Plaa	PLAA
Alk	ALK
Arr3	ARR3
Mrps33	MRPS33
Prickle1	PRICKLE1
Fbxo9	FBXO9
Ocln	OCLN
Brpf3	BRPF3
Extl2	EXTL2
Cmc4	CMC4
Pomp	POMP
Zfx	ZFX
Nme9	NME9
Syngr1	SYNGR1
Arap1	ARAP1
Wdr7	WDR7
Trim45	TRIM45
Txndc11	TXNDC11
Myom3	MYOM3
Ddhd2	DDHD2
Yipf6	YIPF6
Dbf4	DBF4
Lmod2	LMOD2
Ccnb1	CCNB1
Lep	LEP
Cep63	CEP63
Tsga13	TSGA13
Rpe65	RPE65
Puf60	PUF60
Amot	AMOT
Nol9	NOL9
Wnk1	WNK1
Tdo2	TDO2
Jdp2	JDP2
Gjb1	GJB1
Ltbp1	LTBP1
Usp37	USP37
Pfn4	PFN4
Ints12	INTS12
Kctd7	KCTD7
Neurog3	NEUROG3
Cox7b2	COX7B2
Kcns3	KCNS3
Vps26a	VPS26A
Agr2	AGR2
Npnt	NPNT
Cyth3	CYTH3
Pdik1l	PDIK1L
Trim9	TRIM9
Pgls	PGLS
Zmynd12	ZMYND12
Rev3l	REV3L
Rps8	RPS8
Cimap1c	CIMAP1C
Ablim3	ABLIM3
Gfod2	GFOD2
Tmem35b	TMEM35B
Plppr1	PLPPR1
Gabpa	GABPA
Myl3	MYL3
Lpar4	LPAR4
Rwdd1	RWDD1
Jakmip2	JAKMIP2
Xrcc4	XRCC4
Myom1	MYOM1
Glod5	GLOD5
Fmo1	FMO1
Vps35	VPS35
Suox	SUOX
Slc25a34	SLC25A34
Phka1	PHKA1
Ccdc28a	CCDC28A
Guca2b	GUCA2B
Lrtm2	LRTM2
Ddah1	DDAH1
Fkbp2	FKBP2
Plxna4	PLXNA4
Sobp	SOBP
Ptp4a2	PTP4A2
Maf1	MAF1
Rela	RELA
Dgcr8	DGCR8
Gdi2	GDI2
Polr2e	POLR2E
Slc36a4	SLC36A4
Pura	PURA
Brca2	BRCA2
Gata6	GATA6
Scly	SCLY
Sphk2	SPHK2
Hpca	HPCA
Ccny	CCNY
Atf1	ATF1
Dntt	DNTT
Macir	MACIR
Sac3d1	SAC3D1
Ankrd2	ANKRD2
Dpp8	DPP8
Commd8	COMMD8
Rbm4	RBM4
Abcc9	ABCC9
Bend6	BEND6
Cyp51	CYP51A1
Sub1	SUB1
Peli3	PELI3
Rbm11	RBM11
Phax	PHAX
Eya4	EYA4
Bace2	BACE2
Fam170a	FAM170A
Tnpo1	TNPO1
Hnrnpdl	HNRNPDL
Upk3a	UPK3A
Ube3a	UBE3A
Trpt1	TRPT1
Afg3l2	AFG3L2
Rictor	RICTOR
Mpv17l	MPV17L
Naaladl1	NAALADL1
Tmem67	TMEM67
Sstr5	SSTR5
Myf6	MYF6
Pdcd11	PDCD11
Dusp1	DUSP1
Apc2	APC2
Usp34	USP34
Abi3bp	ABI3BP
Lonp2	LONP2
Qpct	QPCT
Map4k4	MAP4K4
Myct1	MYCT1
Alx1	ALX1
Sypl1	SYPL1
Dhx37	DHX37
Ccn2	CCN2
Ralbp1	RALBP1
Spatc1l	SPATC1L
Cys1	CYS1
Dnajc21	DNAJC21
Nab2	NAB2
Dlk1	DLK1
Rsrp1	RSRP1
Prph	PRPH
Mctp1	MCTP1
Tjp2	TJP2
Sgk1	SGK1
Zswim6	ZSWIM6
Smim23	SMIM23
Ripk1	RIPK1
Dmac1	DMAC1
Abra	ABRA
Prpf40b	PRPF40B
Zc2hc1c	ZC2HC1C
Phldb3	PHLDB3
Pcdhgb4	PCDHGB4
Pcnx1	PCNX1
Apc	APC
Zkscan8	ZKSCAN8
Atosb	ATOSB
Angptl4	ANGPTL4
Ncf1	NCF1
Exoc2	EXOC2
Lix1	LIX1
Prkd2	PRKD2
Ppfia4	PPFIA4
Fbf1	FBF1
Grm3	GRM3
Slc25a28	SLC25A28
Spata17	SPATA17
Ccdc175	CCDC175
Rcor2	RCOR2
Uvssa	UVSSA
Rmdn2	RMDN2
Adck1	ADCK1
Tox3	TOX3
Rbbp5	RBBP5
Irx3	IRX3
Septin12	SEPTIN12
Mms22l	MMS22L
Btg1	BTG1
Tpcn1	TPCN1
Nup133	NUP133
Sptbn2	SPTBN2
Epas1	EPAS1
Tle5	TLE5
Zfp444	ZNF444
Rttn	RTTN
Hcls1	HCLS1
Ebag9	EBAG9
Tvp23a	TVP23A
Tnfsf9	TNFSF9
Cdkl4	CDKL4
Oasl1	OASL
Dmxl1	DMXL1
Mrps17	MRPS17
Bfar	BFAR
Laptm4b	LAPTM4B
Ppargc1b	PPARGC1B
Six3	SIX3
Spsb4	SPSB4
Ephx3	EPHX3
Alg12	ALG12
Pip4k2c	PIP4K2C
Inppl1	INPPL1
Rrp36	RRP36
Trim36	TRIM36
Thsd7b	THSD7B
Man2b1	MAN2B1
Abcc1	ABCC1
Cep76	CEP76
Tyw5	TYW5
Chka	CHKA
Txlna	TXLNA
Otulin	OTULIN
Aarsd1	AARSD1
Pom121l2	POM121L2
Gtf2a1l	GTF2A1L
Cwc27	CWC27
Rock1	ROCK1
Msh5	MSH5
Cpsf4	CPSF4
Zfp280c	ZNF280C
Rab36	RAB36
Cthrc1	CTHRC1
Serpinb5	SERPINB5
Gramd4	GRAMD4
Dmap1	DMAP1
Nek2	NEK2
Tomm22	TOMM22
Bmerb1	BMERB1
Wdr74	WDR74
Phykpl	PHYKPL
Dnmt1	DNMT1
Wasl	WASL
Spink13	SPINK13
St3gal1	ST3GAL1
Tnfrsf12a	TNFRSF12A
Fmn2	FMN2
Tcof1	TCOF1
Naa50	NAA50
Ncf4	NCF4
Kcnip2	KCNIP2
Rasl11b	RASL11B
Tprkb	TPRKB
Plekhh2	PLEKHH2
Ppp4r3a	PPP4R3A
Snai2	SNAI2
Ccdc191	CCDC191
Prap1	PRAP1
Ppp3r2	PPP3R2
Man1a	MAN1A1
Fam133b	FAM133B
Tnfrsf25	TNFRSF25
Cacnb3	CACNB3
Rasip1	RASIP1
Utp11	UTP11
Tnp2	TNP2
Actr2	ACTR2
Txnrd2	TXNRD2
Parp8	PARP8
Sertm2	SERTM2
Rdh13	RDH13
Slc2a9	SLC2A9
Snx32	SNX32
Tnnt2	TNNT2
Ubxn2b	UBXN2B
Elob	ELOB
Oprm1	OPRM1
Caskin2	CASKIN2
Axin1	AXIN1
Sigirr	SIGIRR
Lrrc25	LRRC25
Lurap1l	LURAP1L
Syf2	SYF2
Nme3	NME3
Ciita	CIITA
Hdac9	HDAC9
Rad18	RAD18
Kcnj4	KCNJ4
Gnl3l	GNL3L
Nup93	NUP93
Tmem117	TMEM117
Hadha	HADHA
Elavl4	ELAVL4
Pgc	PGC
Triobp	TRIOBP
Aff4	AFF4
Rfx2	RFX2
Epc1	EPC1
Dpp3	DPP3
Map3k10	MAP3K10
Secisbp2	SECISBP2
1810030O07Rik	CXorf38
Prcd	PRCD
Sbno2	SBNO2
Mocos	MOCOS
Erp44	ERP44
Nr1i2	NR1I2
Lpcat3	LPCAT3
Snn	SNN
Jade3	JADE3
Ier3ip1	IER3IP1
Popdc2	POPDC2
Triqk	TRIQK
Itgam	ITGAM
Acvrl1	ACVRL1
Gm22192	SNORD62A
Treml2	TREML2
Mir199b	MIR199B
Pcdhga12	PCDHGA12
Trat1	TRAT1
Cdkn2c	CDKN2C
Lcn2	LCN2
Stard8	STARD8
Rhot2	RHOT2
Senp5	SENP5
Zmiz2	ZMIZ2
Dok6	DOK6
Samd9l	SAMD9L
Rassf8	RASSF8
Impact	IMPACT
Fbxo6	FBXO6
Htra3	HTRA3
Gnb4	GNB4
Gm25879	RNU6-1012P
Zfp384	ZNF384
Epcip	EPCIP
Rcan1	RCAN1
Sema5a	SEMA5A
Gm22708	RNU6-716P
Dlst	DLST
Sod1	SOD1
Gp5	GP5
Fam169a	FAM169A
Ptk6	PTK6
Rragb	RRAGB
Commd10	COMMD10
Srms	SRMS
Nalf1	NALF1
Or2a12	OR2A12
Il17c	IL17C
Ciao3	CIAO3
Gprc6a	GPRC6A
Xpc	XPC
Lrat	LRAT
Dcst2	DCST2
Zcchc8	ZCCHC8
Slc22a16	SLC22A16
Tsc22d2	TSC22D2
Cd200	CD200
Apoo	APOO
Gja5	GJA5
Tafa3	TAFA3
Usp44	USP44
Hdac10	HDAC10
Pet100	PET100
Cth	CTH
Gramd2b	GRAMD2B
Mrpl50	MRPL50
Ipmk	IPMK
Hcst	HCST
Dcun1d5	DCUN1D5
Fbxw4	FBXW4
Agtrap	AGTRAP
Dctn5	DCTN5
Adcy9	ADCY9
Mocs3	MOCS3
Dpysl5	DPYSL5
Med10	MED10
Tmem59l	TMEM59L
Odc1	ODC1
Or1q1	OR1Q1
Tamm41	TAMM41
Barx2	BARX2
Slc35a4	SLC35A4
Cdkn2d	CDKN2D
Il22ra2	IL22RA2
Morn1	MORN1
Armt1	DCPH1
Htr4	HTR4
Rora	RORA
Nsa2	NSA2
Ttc9c	TTC9C
Rfc5	RFC5
Cblb	CBLB
Cdh8	CDH8
Kmt5b	KMT5B
Slco1c1	SLCO1C1
Ndufs6	NDUFS6
Tfam	TFAM
Svil	SVIL
Zfp445	ZNF445
Abi2	ABI2
Rps23	RPS23
Dph5	DPH5
Sash1	SASH1
Morc4	MORC4
Crhbp	CRHBP
Cep128	CEP128
Gldn	GLDN
Ppfia3	PPFIA3
Simc1	SIMC1
Snapc2	SNAPC2
Col25a1	COL25A1
Chrna5	CHRNA5
Pced1b	PCED1B
Mcm7	MCM7
Kcnj8	KCNJ8
Hey1	HEY1
Dab1	DAB1
Ptbp1	PTBP1
Dapk1	DAPK1
P2rx6	P2RX6
Eef1d	EEF1D
Mtcp1	MTCP1
Reps2	REPS2
Msto1	MSTO1
Ptcd3	PTCD3
Riox2	RIOX2
Trf	TF
Nop58	NOP58
Cdhr3	CDHR3
Tff2	TFF2
Pals1	PALS1
Tmprss3	TMPRSS3
Tfrc	TFRC
Calr	CALR
Ebp	EBP
Tifab	TIFAB
Rbm24	RBM24
Fbrsl1	FBRSL1
Fat1	FAT1
Ryr2	RYR2
Eipr1	EIPR1
Tlx1	TLX1
Nudt22	NUDT22
Socs5	SOCS5
Bclaf3	BCLAF3
Stx3	STX3
Fabp2	FABP2
Lamp1	LAMP1
Mrps18b	MRPS18B
Amer3	AMER3
Ndufc2	NDUFC2
L3hypdh	L3HYPDH
Ece2	ECE2
Dbi	DBI
Rras	RRAS
Ahnak2	AHNAK2
Bcan	BCAN
Sel1l	SEL1L
Aqp11	AQP11
Tmprss6	TMPRSS6
Gm29695	BLACAT1
Kcne4	KCNE4
Fam98c	FAM98C
Gpatch3	GPATCH3
Cklf	CKLF
Zfp451	ZNF451
Adamts6	ADAMTS6
Ube2d1	UBE2D1
Nfil3	NFIL3
Praf2	PRAF2
C1galt1c1	C1GALT1C1
C3	C3
Pwwp3b	PWWP3B
Cope	COPE
Pald1	PALD1
Yae1d1	YAE1
Ttll13	TTLL13
Zdhhc16	ZDHHC16
Gfus	GFUS
Mknk1	MKNK1
Mfsd14b	SLC71A2
Dmd	DMD
Gp2	GP2
Kpna7	KPNA7
Plekha4	PLEKHA4
Ctsk	CTSK
Ints6l	INTS6L
Slc16a9	SLC16A9
Neil1	NEIL1
Qdpr	QDPR
Aqp4	AQP4
Pttg1ip	PTTG1IP
Srrm2	SRRM2
Hnrnph1	HNRNPH1
Tbl1xr1	TBL1XR1
D2hgdh	D2HGDH
Gsk3a	GSK3A
Hars1	HARS1
Sfxn1	SFXN1
Mlf2	MLF2
Nfkbil1	NFKBIL1
Riok2	RIOK2
Cand1	CAND1
Osbpl11	OSBPL11
Tent5d	TENT5D
Rnf4	RNF4
Tmem179	TMEM179
Insl3	INSL3
Eif4ebp1	EIF4EBP1
Yaf2	YAF2
Cysltr1	CYSLTR1
Rgs6	RGS6
Rnf5	RNF5
Gdi1	GDI1
Fxn	FXN
Tfap2b	TFAP2B
Aplp2	APLP2
Snord17	SNORD17
Slc12a2	SLC12A2
Tusc3	TUSC3
Zfp30	ZFP30
Dock10	DOCK10
Abcd2	ABCD2
Mrpl49	MRPL49
Ndufb10	NDUFB10
Utrn	UTRN
Paxip1	PAXIP1
Gnpda1	GNPDA1
Cldn1	CLDN1
Tnfsf13	TNFSF13
Urb1	URB1
Slc22a15	SLC22A15
Rgn	RGN
Crtac1	CRTAC1
Lrrc56	LRRC56
Chaf1a	CHAF1A
Dlx3	DLX3
Letmd1	LETMD1
Serpina9	SERPINA9
Uba3	UBA3
Hrob	HROB
Plk2	PLK2
Ctif	CTIF
Myo16	MYO16
Creb3l4	CREB3L4
Abca1	ABCA1
Pqbp1	PQBP1
Ppp1r18	PPP1R18
Tsr3	TSR3
Garem1	GAREM1
Ercc3	ERCC3
Tbc1d23	TBC1D23
Gabrq	GABRQ
Bsg	BSG
Sphkap	SPHKAP
Plk4	PLK4
Slc9a7	SLC9A7
Ing1	ING1
Rbp7	RBP7
Btbd9	BTBD9
Gpn2	GPN2
Nnt	NNT
Nptx2	NPTX2
Tmem183a	TMEM183A
Slc66a2	SLC66A2
Ankrd40	ANKRD40
Adss1	ADSS1
Katnb1	KATNB1
Eif3e	EIF3E
Klhl4	KLHL4
Tmem126b	TMEM126B
Otub1	OTUB1
Dcun1d4	DCUN1D4
Mfap4	MFAP4
Smim38	SMIM38
Jsrp1	JSRP1
3110040N11Rik	C15orf40
Uhmk1	UHMK1
Hoga1	HOGA1
Ranbp1	RANBP1
Cadm3	CADM3
P2ry1	P2RY1
Spata31f3	SPATA31F3
Cd6	CD6
Nt5dc3	NT5DC3
Map3k4	MAP3K4
Abhd3	ABHD3
Jam2	JAM2
Slc25a47	SLC25A47
Bmpr1b	BMPR1B
Syce3	SYCE3
Kmt5c	KMT5C
Canx	CANX
Gls	GLS
Dynlt3	DYNLT3
Stx12	STX12
Snx15	SNX15
Sec63	SEC63
Colec11	COLEC11
Pfdn5	PFDN5
Grm8	GRM8
Actn1	ACTN1
Hnrnpa2b1	HNRNPA2B1
Hcfc1	HCFC1
2900026A02Rik	KIAA1671
Tfg	TFG
Atf7	ATF7
Golga7b	GOLGA7B
Adh6b	ADH6
Hormad1	HORMAD1
Sppl3	SPPL3
Nr3c1	NR3C1
Ano10	ANO10
Foxj3	FOXJ3
Klhl29	KLHL29
Rab3il1	RAB3IL1
Actg2	ACTG2
Lonrf3	LONRF3
Use1	USE1
Gpx4	GPX4
Mterf3	MTERF3
Ncoa1	NCOA1
Il2rb	IL2RB
Itln1	ITLN1
Stard6	STARD6
Bpifb2	BPIFB2
Cd47	CD47
Mturn	MTURN
Esrra	ESRRA
Sytl4	SYTL4
Kcnmb3	KCNMB3
Tymp	TYMP
Pim1	PIM1
Snrnp25	SNRNP25
Col14a1	COL14A1
Rhobtb1	RHOBTB1
Calhm2	CALHM2
Card11	CARD11
Actn3	ACTN3
N4bp3	N4BP3
Pdk4	PDK4
Kremen2	KREMEN2
Ctse	CTSE
Klrd1	KLRD1
Mnt	MNT
Zfp521	ZNF521
Ankrd53	ANKRD53
Ahdc1	AHDC1
Aff3	AFF3
Med13	MED13
Wnt5b	WNT5B
Stim2	STIM2
Rabggtb	RABGGTB
Ntrk2	NTRK2
Pcdhac1	PCDHAC1
Ripply1	RIPPLY1
Ccdc92b	CCDC92B
Capn6	CAPN6
Nfatc3	NFATC3
Zfp236	ZNF236
Gm24875	RNU6-678P
Dscc1	DSCC1
Herc6	HERC6
Plagl1	PLAGL1
Nrarp	NRARP
Gm22572	RNU6-739P
Smarcd3	SMARCD3
Slc34a3	SLC34A3
Armcx4	ARMCX4
Brd1	BRD1
Ndfip1	NDFIP1
Gpc4	GPC4
Rnf224	RNF224
Map2k3	MAP2K3
Tceal8	TCEAL8
Bag6	BAG6
Cysrt1	CYSRT1
Wwp1	WWP1
Rnf208	RNF208
Tmem203	TMEM203
Slc26a6	SLC26A6
Dkc1	DKC1
Glra3	GLRA3
F2rl3	F2RL3
Cx3cl1	CX3CL1
Myo1h	MYO1H
Rarres2	RARRES2
Caps2	CAPS2
Hand2	HAND2
Ap1s2	AP1S2
Scn11a	SCN11A
1110038F14Rik	C8orf33
Dnajc18	DNAJC18
Cerkl	CERKL
Cfap54	CFAP54
Igdcc3	IGDCC3
Plekha2	PLEKHA2
Cav1	CAV1
Ark2c	ARK2C
Sfxn3	SFXN3
Syap1	SYAP1
Racgap1	RACGAP1
B4galt4	B4GALT4
Adh4	ADH4
Repin1	REPIN1
Rnmt	RNMT
Ddx54	DDX54
Lyrm7	LYRM7
Sim1	SIM1
Tsen2	TSEN2
Plp1	PLP1
Pus3	PUS3
Fnbp4	FNBP4
Tbrg1	TBRG1
Cfap44	CFAP44
Tsga10	TSGA10
Asic5	ASIC5
Hk1	HK1
Pcgf1	PCGF1
Col23a1	COL23A1
Ric1	RIC1
Sertm1	SERTM1
Dnajc5b	DNAJC5B
Ss18l2	SS18L2
Nlrp3	NLRP3
Cpped1	CPPED1
Irx5	IRX5
Timm8b	TIMM8B
Cisd2	CISD2
Hmcn2	HMCN2
Kras	KRAS
Rps6ka1	RPS6KA1
Cenpu	CENPU
Pmm2	PMM2
Dock3	DOCK3
Tenm1	TENM1
Mblac2	MBLAC2
Zfp346	ZNF346
Elp5	ELP5
Tnni3k	TNNI3K
Shtn1	SHTN1
Bpgm	BPGM
Pcdhgb5	PCDHGB5
Angpt4	ANGPT4
Fam53c	FAM53C
Bcl11b	BCL11B
Lrrc4	LRRC4
Gprasp2	GPRASP2
Baz1a	BAZ1A
Cercam	CERCAM
Eif4a2	EIF4A2
Plxnd1	PLXND1
Wdr33	WDR33
Bphl	BPHL
Ccnjl	CCNJL
Gsc	GSC
Trp53i13	TP53I13
Asxl2	ASXL2
Ptar1	PTAR1
Pitpnm1	PITPNM1
Cxcl14	CXCL14
Igf2bp3	IGF2BP3
Slc5a10	SLC5A10
Plpp1	PLPP1
Sorl1	SORL1
Agbl5	AGBL5
Ttc32	TTC32
Nol10	NOL10
Krt17	KRT17
Uqcrb	UQCRB
Cenpk	CENPK
Suclg1	SUCLG1
Gucd1	GUCD1
Mbnl3	MBNL3
Fbxo15	FBXO15
Arhgap10	ARHGAP10
4833439L19Rik	KIAA1191
Dele1	DELE1
Vash1	VASH1
Tomm20l	TOMM20L
